SpeciesName,SpeciesNb,Temperature_fact,Temperature_c,Phosphate_fact,Phosphate_c,Replicate,id_STR,LOG10N0,lag,LOG10Nmax,mu
Raphidocelis,6,T15,15,P02,2,2,6:15:02,2.000000004,2.531078293,4.817391617,0.53268132
Raphidocelis,6,T15,15,P06,6,1,6:15:01,2.39220263,0.45696722,4.98698937,0.373142936
Raphidocelis,6,T15,15,P06,6,2,6:15:02,2.017352675,0.896839641,4.988422611,0.522414028
Raphidocelis,6,T15,15,P06,6,3,6:15:03,2.007957287,0.961374557,4.938561762,0.446498105
Raphidocelis,6,T15,15,P08,8,1,6:15:01,2.105165572,0.701475418,6.027680454,0.463661051
Raphidocelis,6,T15,15,P08,8,2,6:15:02,2.250557834,2.999999971,5.479813927,0.583927121
Raphidocelis,6,T15,15,P08,8,3,6:15:03,2.000356835,0.907266507,5.548151286,0.446755678
Raphidocelis,6,T15,15,P10,10,1,6:15:01,2.389075631,4.500983665,4.694473412,0.472900129
Raphidocelis,6,T15,15,P10,10,2,6:15:02,2.000000002,3.231941966,4.177044404,0.452136308
Raphidocelis,6,T15,15,P10,10,3,6:15:03,2.269795312,8.019982312,4.263967273,0.573317086
Raphidocelis,6,T15,15,P30,30,1,6:15:01,2.238560633,4.416198329,5.317783109,0.603906231
Raphidocelis,6,T15,15,P30,30,2,6:15:02,2.359727084,5.728853844,5.226667728,0.823104697
Raphidocelis,6,T15,15,P30,30,3,6:15:03,2.38907563,3.468603922,5.503391038,0.558308668
Raphidocelis,6,T15,15,P40,40,1,6:15:01,2.301030006,2.195054545,5.727876002,0.460869766
Raphidocelis,6,T15,15,P40,40,2,6:15:02,2.000000003,2.358595479,5.623233715,0.741205895
Raphidocelis,6,T15,15,P40,40,3,6:15:03,2.000000008,2.04545005,5.679711582,0.687212393
Raphidocelis,6,T15,15,P50,50,1,6:15:01,2.000000005,1.652881007,3.6773789,0.481411404
Raphidocelis,6,T15,15,P50,50,2,6:15:02,2,1.84041531,3.684123907,0.453430611
Raphidocelis,6,T15,15,P50,50,3,6:15:03,2,2.285528456,3.806930262,0.767013231
Raphidocelis,6,T20,20,P0.01,0.01,1,6:20:01,2,1.199802968,2.215748846,0.130724821
Raphidocelis,6,T20,20,P0.01,0.01,2,6:20:02,0,0,0,0
Raphidocelis,6,T20,20,P0.01,0.01,3,6:20:03,0,0,0,0
Raphidocelis,6,T20,20,P00.1,0.1,1,6:20:01,2.119554726,4.820461715,2.178225504,0.061983063
Raphidocelis,6,T20,20,P00.1,0.1,2,6:20:02,0,0,0,0
Raphidocelis,6,T20,20,P00.1,0.1,3,6:20:03,0,0,0,0
Raphidocelis,6,T20,20,P00.5,0.5,1,6:20:01,2.226088578,4.999999945,3.205834429,0.155628714
Raphidocelis,6,T20,20,P00.5,0.5,2,6:20:02,2.273123719,6.99999998,2.964583306,0.73126819
Raphidocelis,6,T20,20,P00.5,0.5,3,6:20:03,2.301029997,1.293592757,3.334072044,0.138174128
Raphidocelis,6,T20,20,P06,6,1,6:20:01,2.207184591,2.999999991,5.393090489,1.421170746
Raphidocelis,6,T20,20,P06,6,2,6:20:02,2.150514998,4.519107829,5.314322605,2.162066328
Raphidocelis,6,T20,20,P06,6,3,6:20:03,2.150514998,3.698464823,5.133090728,1.704430127
Raphidocelis,6,T20,20,P08,8,1,6:20:01,2.000000002,1.802225006,6.110821341,0.911455184
Raphidocelis,6,T20,20,P08,8,2,6:20:02,2,2.548031601,5.916529278,1.251941816
Raphidocelis,6,T20,20,P08,8,3,6:20:03,2.277160993,2.999999972,5.938937828,1.226119599
Raphidocelis,6,T20,20,P10,10,1,6:20:01,2.247862031,2.999999975,5.160047622,0.727822249
Raphidocelis,6,T20,20,P10,10,2,6:20:02,2.305916132,3,4.870063196,0.827249172
Raphidocelis,6,T20,20,P10,10,3,6:20:03,2.000000014,2.375937477,5.21276711,0.628786553
Raphidocelis,6,T20,20,P20,20,1,6:20:01,2.000000004,1.970575733,4.252399482,0.478770004
Raphidocelis,6,T20,20,P30,30,1,6:20:01,2.47712125,2.862884036,5.673005442,0.812472175
Raphidocelis,6,T20,20,P30,30,2,6:20:02,2,4.247339929,5.565438294,2.138333059
Raphidocelis,6,T20,20,P30,30,3,6:20:03,2.301029997,4.043862638,5.567436255,1.365073624
Raphidocelis,6,T20,20,P40,40,1,6:20:01,2.301029999,2.5426985,5.86134345,1.094636044
Raphidocelis,6,T20,20,P40,40,2,6:20:02,2.150514998,3.529157563,5.760219303,1.925073801
Raphidocelis,6,T20,20,P40,40,3,6:20:03,2.211237193,2.999999997,5.66610523,1.236630378
Raphidocelis,6,T25,25,P0.01,0.01,1,6:25:01,0,0,0,0
Raphidocelis,6,T25,25,P0.01,0.01,2,6:25:02,0,0,0,0
Raphidocelis,6,T25,25,P0.01,0.01,3,6:25:03,0,0,0,0
Raphidocelis,6,T25,25,P00.1,0.1,1,6:25:01,0,0,0,0
Raphidocelis,6,T25,25,P00.1,0.1,2,6:25:02,0,0,0,0
Raphidocelis,6,T25,25,P00.1,0.1,3,6:25:03,0,0,0,0
Raphidocelis,6,T25,25,P00.5,0.5,1,6:25:01,2.150514998,4.160558421,3.596329182,0.895879734
Raphidocelis,6,T25,25,P00.5,0.5,2,6:25:02,2.173758544,2.999999996,3.961470869,0.793308775
Raphidocelis,6,T25,25,P00.5,0.5,3,6:25:03,2.349504481,3.478368175,3.604260874,0.523248109
Raphidocelis,6,T25,25,P04,4,2,6:25:02,2.000454385,0.914869135,3.772146041,0.368482237
Raphidocelis,6,T25,25,P04,4,3,6:25:03,2.132449033,4.999999955,3.920777574,0.912015781
Raphidocelis,6,T25,25,P06,6,1,6:25:01,2.000000002,1.156764588,5.421698381,0.954496506
Raphidocelis,6,T25,25,P08,8,1,6:25:01,2,2.919491995,5.894732974,1.745251435
Raphidocelis,6,T25,25,P08,8,2,6:25:02,2.000000007,1.799879507,5.950495333,1.13967439
Raphidocelis,6,T25,25,P08,8,3,6:25:03,2.000000003,1.633026905,5.739620702,0.943026671
Raphidocelis,6,T25,25,P10,10,1,6:25:01,2,1.686804701,4.920883743,0.99099569
Raphidocelis,6,T25,25,P10,10,2,6:25:02,2.000000004,2.289626203,5.312863542,1.025028795
Raphidocelis,6,T25,25,P10,10,3,6:25:03,2.389075625,4.242881671,5.270366156,1.208076441
Raphidocelis,6,T25,25,P30,30,1,6:25:01,2,2.487067436,5.785816637,1.479723463
Raphidocelis,6,T25,25,P30,30,2,6:25:02,2,2.844622663,5.673603175,1.624946757
Raphidocelis,6,T25,25,P30,30,3,6:25:03,2,4.738351959,5.746249591,2.649158683
Raphidocelis,6,T25,25,P40,40,1,6:25:01,2,2.161702002,5.991136168,1.545392062
Raphidocelis,6,T25,25,P40,40,2,6:25:02,2.000000001,1.688344986,5.976339253,1.154764167
Raphidocelis,6,T25,25,P40,40,3,6:25:03,2.5,4.584815355,6.004456323,2.519197281
Raphidocelis,6,T30,30,P0.01,0.01,1,6:30:01,0,0,0,0
Raphidocelis,6,T30,30,P0.01,0.01,2,6:30:02,0,0,0,0
Raphidocelis,6,T30,30,P0.01,0.01,3,6:30:03,0,0,0,0
Raphidocelis,6,T30,30,P00.1,0.1,1,6:30:01,0,0,0,0
Raphidocelis,6,T30,30,P00.1,0.1,2,6:30:02,0,0,0,0
Raphidocelis,6,T30,30,P00.1,0.1,3,6:30:03,0,0,0,0
Raphidocelis,6,T30,30,P00.5,0.5,1,6:30:01,2,1.489071132,3.36173825,0.486477532
Raphidocelis,6,T30,30,P00.5,0.5,2,6:30:02,2.301029996,1.520536239,3.775920207,0.617024883
Raphidocelis,6,T30,30,P00.5,0.5,3,6:30:03,2,2.311979603,3.648626251,1.00745151
Raphidocelis,6,T30,30,P02,2,1,6:30:01,2.247239321,15,3.72427587,0.340303843
Raphidocelis,6,T30,30,P02,2,2,6:30:02,2.115678875,10.4448667,3.198126632,0.975459161
Raphidocelis,6,T30,30,P02,2,3,6:30:03,2.000000006,1.783779317,5.554162998,0.765814167
Raphidocelis,6,T30,30,P04,4,1,6:30:01,2,3.791488856,3.817001979,0.71555022
Raphidocelis,6,T30,30,P04,4,2,6:30:02,2.000067768,3.462096814,3.63429501,0.499203455
Raphidocelis,6,T30,30,P08,8,1,6:30:01,2.000000008,1.626452145,6.122659939,0.914758593
Raphidocelis,6,T30,30,P08,8,2,6:30:02,2,3.180427155,5.908099347,1.769028282
Raphidocelis,6,T30,30,P08,8,3,6:30:03,2.266957311,2.999999977,5.997103795,1.019041749
Raphidocelis,6,T30,30,P10,10,1,6:30:01,2.000000003,1.565828287,5.924371301,0.742174614
Raphidocelis,6,T30,30,P10,10,2,6:30:02,2.000000004,2.347545641,5.796203296,0.902610051
Raphidocelis,6,T30,30,P10,10,3,6:30:03,2.000000006,2.202716923,5.813712686,0.750921799
Raphidocelis,6,T30,30,P30,30,1,6:30:01,2.301029994,2.17595775,6.048331982,0.869902652
Raphidocelis,6,T30,30,P30,30,2,6:30:02,2.000000007,2.224396954,5.79460452,1.131161425
Raphidocelis,6,T30,30,P30,30,3,6:30:03,2,2.757302477,5.90884163,1.203214154
Raphidocelis,6,T30,30,P40,40,1,6:30:01,2.30103,1.628060465,6.155625324,1.081415432
Raphidocelis,6,T30,30,P40,40,2,6:30:02,2.000000007,2.090578888,6.079615841,1.245117589
Raphidocelis,6,T30,30,P40,40,3,6:30:03,2.000000002,1.273821561,6.130882449,1.096484407
Raphidocelis,6,T35,35,P0.01,0.01,1,6:35:01,0,0,0,0
Raphidocelis,6,T35,35,P0.01,0.01,2,6:35:02,2.102959768,12.28226275,3.472392034,1.160242529
Raphidocelis,6,T35,35,P0.01,0.01,3,6:35:03,0,0,0,0
Raphidocelis,6,T35,35,P00.1,0.1,1,6:35:01,2.018434073,15,2.789590623,0.226952985
Raphidocelis,6,T35,35,P00.1,0.1,2,6:35:02,2.078669858,12.35668515,2.570609791,0.148199254
Raphidocelis,6,T35,35,P00.1,0.1,3,6:35:03,0,0,0,0
Raphidocelis,6,T35,35,P00.5,0.5,1,6:35:01,2,5,4.378419112,2.331719547
Raphidocelis,6,T35,35,P00.5,0.5,2,6:35:02,2.477121255,5,4.37038894,1.242453325
Raphidocelis,6,T35,35,P00.5,0.5,3,6:35:03,2.142113618,3.758288548,4.530469743,1.696447468
Raphidocelis,6,T35,35,P02,2,1,6:35:01,2.000000001,3.561493307,5.336510642,1.111152531
Raphidocelis,6,T35,35,P02,2,2,6:35:02,2,3.316400283,5.150338657,0.9440787
Raphidocelis,6,T35,35,P02,2,3,6:35:03,2,6.622397487,5.234796514,1.049908425
Raphidocelis,6,T35,35,P06,6,1,6:35:01,2.000000006,2.194342223,5.50030025,0.855018146
Raphidocelis,6,T35,35,P06,6,2,6:35:02,2,2.746808859,5.294727634,0.81095949
Raphidocelis,6,T35,35,P06,6,3,6:35:03,2.000000003,2.71986906,5.400592519,1.059044444
Raphidocelis,6,T35,35,P08,8,1,6:35:01,2,2.373099664,5.741872911,0.894715208
Raphidocelis,6,T35,35,P08,8,2,6:35:02,2.20828291,2.999999994,5.492399665,1.007088062
Raphidocelis,6,T35,35,P08,8,3,6:35:03,2,2.331014467,5.570015681,1.113083879
Raphidocelis,6,T35,35,P10,10,1,6:35:01,2,2.602607683,5.479786452,0.79169637
Raphidocelis,6,T35,35,P10,10,2,6:35:02,2.30103,1.436850308,5.837792857,0.534071104
Raphidocelis,6,T35,35,P10,10,3,6:35:03,2,1.852297221,5.758124,0.723366415
Raphidocelis,6,T35,35,P20,20,1,6:35:01,2.569587222,8.999999974,4.876179398,1.688140158
Raphidocelis,6,T35,35,P20,20,2,6:35:02,2.2,10.86842445,5.283393101,0.664599362
Raphidocelis,6,T35,35,P30,30,1,6:35:01,2.253691878,2.999999968,5.559500598,0.884048204
Raphidocelis,6,T35,35,P30,30,2,6:35:02,2.034088452,0.957288586,6.087917682,0.456161396
Raphidocelis,6,T35,35,P30,30,3,6:35:03,2.000000001,1.941890178,5.531628389,0.703066754
Raphidocelis,6,T35,35,P40,40,1,6:35:01,3,8.999999998,5.817494078,3.127582819
Raphidocelis,6,T35,35,P40,40,2,6:35:02,2.212916704,0.57576617,6.041436143,0.689871576
Raphidocelis,6,T35,35,P40,40,3,6:35:03,2.000000006,1.587980675,5.6475518,0.778392666
Raphidocelis,6,T35,35,P50,50,1,6:35:01,2.418424168,6.872511097,3.466719538,1.060131768
Raphidocelis,6,T35,35,P50,50,2,6:35:02,2.000000002,4.234971849,4.359582816,0.664884696
Raphidocelis,6,T35,35,P50,50,3,6:35:03,2.389075625,3.572191386,3.806854548,0.501333398
