"population","rep.ID","K.s.mod","K.s.post","K.s.min","K.s.max","K.s.na","r.max.mod","r.max.post","r.max.min","r.max.max","r.max.na","R.post","R.min","R.max","R.na"
"20","20.B06",13.5202460205552,12.7354290089151,5.36279824834312,23.3040980017749,0,1.64930799107954,1.64355574778955,1.44085841474756,1.87213661413128,0,6.60014339494438,3.30114252248048,10.9200765391964,0
"anc3","anc3.C06",12.7640815429652,11.8407533137607,4.49292970998233,23.343668094729,0,1.60082373128309,1.59568779963885,1.38694613465169,1.84732053105759,0,6.40271674259022,2.87438788183679,11.5074060221881,0
"5","5.D06",18.565260133841,16.7488964712173,4.41734096601566,38.0366173549764,0,1.40717701619707,1.395076863737,1.11933932296938,1.71246552170841,0,11.2333453827869,4.17386399020703,21.0377788845387,0
"29","29.E06",2.38918673181577,2.16099435891896,0.066847476371306,4.79547799297641,0,1.46940373614839,1.46669110702492,1.31973939668071,1.61897267747714,0,1.3310966292649,0.149637505081316,2.84953707553371,0
"anc4","anc4.F06",3.97737078826139,3.73171594909289,1.07331463287545,7.22066594577324,0,1.36999216937721,1.36677378984193,1.24031142204797,1.51465843383129,0,2.5828896753693,1.00523724692175,4.81343935603735,0
"11","11.B07",8.60835591565878,6.92968929005618,0.288567734377462,20.9464668551762,0,1.53240250520791,1.51628707329031,1.25358723923034,1.87437548018875,0,4.04347337348,0.380061293573884,10.4266074471282,0
"11","11.C07",6.57762109246745,5.86349905463299,1.125550075956,12.8087553864941,0,1.57395152830309,1.56868650813663,1.3292187289115,1.79766256533711,0,3.27117437656394,0.785352355629131,6.54592586797323,0
"32","32.D07",7.03941041824555,6.35169722338278,1.5127133041265,13.9780221428383,0,1.53524696602512,1.52961103288145,1.31217676426652,1.75570530622861,0,3.66295712787483,1.23455815460665,7.30431880782695,0
"anc5","anc5.E07",9.2978613316779,8.34624783720009,1.80283447841948,18.2662127751157,0,1.49813111802459,1.49018682697815,1.27601794735145,1.750729525321,0,5.04253566782833,1.61838060751095,9.91123408607378,0
"32","32.F07",10.8903513206921,9.77120440314856,2.40303388479325,22.0263864068348,0,1.55969244146629,1.55117561917032,1.28945568026592,1.81016412006694,0,5.52340510564618,1.91419178826276,11.2599584683177,0
"27","27.B07",25.4935841798791,24.4781725762546,6.5057291625263,46.1134469338163,0,1.82245119230228,1.81852047638751,1.4296737140661,2.23194146467488,0,10.8214496804984,3.48377467564774,18.7442195482855,0
"27","27.C07",22.3002744444666,20.6512697418064,2.55826000191325,45.5902882434095,0,1.65123319312842,1.64299987291003,1.16626118034533,2.14320830271744,0,10.6343649460803,1.53705587852042,21.6301416479823,0
"35","35.D07",7.08652709544126,6.50848980793238,2.4629667850381,13.2213048775016,0,1.54377899361329,1.53741614428268,1.36040623746445,1.71697291191774,0,3.72766465948369,1.5928864257632,6.83463867102148,0
"17","17.E07",2.61242650878,2.15157708647597,0.00799341566999711,6.04012281022385,0,1.55341720466849,1.54756697345425,1.35408984650075,1.75485899001955,0,1.22747819364488,0.00524871832926774,3.13496819430887,0
"35","35.F07",5.65672000549363,4.720893366844,0.140441437345968,12.6997967855396,0,1.4074416847399,1.39843512643451,1.20890496080624,1.63147441045012,0,3.15121740332507,0.301497427839457,7.48972503361518,0
"anc3","anc3.B07",11.7775721802727,10.7391755870676,3.46762632505677,22.6394686112239,0,1.63575968787378,1.62903155401669,1.40904813988191,1.90339010669047,0,5.62869988166195,2.08399571942844,10.4885429375798,0
