"population","rep.ID","Parameter","mean","Rhat","n.eff"
"35","35.D08","r_max",1.32832733135151,1.00072571152293,6000
"9","9.E08","K_s",2.18313082690691,1.00066511863821,6000
"9","9.E08","deviance",0.0796051688521992,1.00081957243236,6000
"9","9.E08","r_max",1.58157339733666,1.0007265358204,6000
"31","31.F08","K_s",1.86281758905419,1.00139888401837,3900
"31","31.F08","deviance",-7.82592044663152,1.0006535838674,6000
"31","31.F08","r_max",1.46160344561954,1.00201253421519,2300
"7","7.B08","K_s",1.51312567820517,1.00079924995601,6000
"7","7.B08","deviance",-12.3397850009415,1.00057822524784,6000
"7","7.B08","r_max",1.46218628548132,1.0011692263098,5200
"16","16.C08","K_s",1.7226656538021,1.00068420085521,6000
"16","16.C08","deviance",-12.3075412212922,1.00131313955863,4300
"16","16.C08","r_max",1.44258369209814,1.00108476134643,6000
"20","20.D08","K_s",3.16887606817392,1.00098857581847,6000
"20","20.D08","deviance",-1.91716976157535,1.00180212032538,2900
"20","20.D08","r_max",1.52798777388888,1.00108145338454,6000
"30","30.E08","K_s",1.7655289920174,1.00076436349845,6000
"30","30.E08","deviance",-4.28633722876967,1.00097592770602,6000
"30","30.E08","r_max",1.50074639963374,1.00064985457165,6000
"10","10.F08","K_s",1.56218923761339,1.00114503764397,5400
"10","10.F08","deviance",1.82020419925823,1.0017096517054,2900
"10","10.F08","r_max",1.48179190062275,1.00095703533824,6000
"1","1.B09","K_s",1.35414871033141,1.00101226336037,6000
"1","1.B09","deviance",-7.47024469818633,1.00131793354558,4300
"1","1.B09","r_max",1.49821968198797,1.00138795920946,3900
"6","6.C09","K_s",0.951696412260012,1.00078231611649,6000
"6","6.C09","deviance",-16.4077461620897,1.00105363817257,6000
"6","6.C09","r_max",1.52099321020429,1.00088834261102,6000
"14","14.D09","K_s",1.06052745657852,1.00073053415311,6000
"14","14.D09","deviance",-2.98408705423425,1.00068044105858,6000
"14","14.D09","r_max",1.50520965266939,1.0015395325301,3400
"6","6.E09","K_s",1.28321523091961,1.00157363644985,3300
"6","6.E09","deviance",-8.59583437468111,1.00138793228441,3900
"6","6.E09","r_max",1.55364353193261,1.00185141062038,2600
"26","26.B09","K_s",2.41426666179042,1.00081795031451,6000
"26","26.B09","deviance",10.4091969515394,1.00073828862556,6000
"26","26.B09","r_max",1.67604149035247,1.00073124262542,6000
"21","21.C09","K_s",0.876690643786055,1.00090605692363,6000
"21","21.C09","deviance",-19.4321561560166,1.00096730882266,6000
"21","21.C09","r_max",1.54820252110541,1.00094757646304,6000
"31","31.D09","K_s",1.17178719717106,1.00195160044068,2400
"31","31.D09","deviance",-9.97711003879646,1.0006073832486,6000
"31","31.D09","r_max",1.42606319374958,1.00180675574542,2700
"21","21.E09","K_s",0.766103250906053,1.00117806518159,5200
"21","21.E09","deviance",-19.2140995681342,1.00093771564576,6000
"21","21.E09","r_max",1.4784506099207,1.00063851045443,6000
"2","2.F09","K_s",1.27178486010937,1.00127864389712,4500
"2","2.F09","deviance",-17.7254769210626,1.00074164996853,6000
"2","2.F09","r_max",1.59164944365446,1.00131690443408,4300
"5","5.B09","K_s",1.638181964184,1.00075335538476,6000
"5","5.B09","deviance",-13.5255755701352,1.00082629017134,6000
"5","5.B09","r_max",1.45228074942981,1.00088145559025,6000
"30","30.C09","K_s",2.33459702238091,1.00097742436957,6000
"30","30.C09","deviance",1.09872409886611,1.00119124057989,5100
"30","30.C09","r_max",1.5768594928375,1.00086898217109,6000
"3","3.D09","K_s",0.361802431768294,1.00296802348399,1400
"3","3.D09","deviance",-12.9104045893754,1.00079232753741,6000
"3","3.D09","r_max",1.34992631141642,1.00212286163221,2200
"20","20.E09","K_s",3.50130530248287,1.00106966198679,6000
"20","20.E09","deviance",-8.23535849802856,1.00100142517926,6000
"20","20.E09","r_max",1.64868960961355,1.0008557235588,6000
"3","3.F09","K_s",1.14904509594846,1.00064464294094,6000
"3","3.F09","deviance",-7.12088343640907,1.00090152102277,6000
"3","3.F09","r_max",1.47088724784067,1.00075984243448,6000
"23","23.C10","K_s",2.65036219463611,1.00078206614653,6000
"23","23.C10","deviance",-7.19069466371629,1.00131330694413,4300
"23","23.C10","r_max",1.80754886257996,1.00116242699991,5300
"19","19.D10","K_s",1.46657648189212,1.00079181662648,6000
"19","19.D10","deviance",-5.27806101125528,1.0008886428789,6000
"19","19.D10","r_max",1.49481747748456,1.0012064472348,5300
"8","8.E10","K_s",0.949478815650126,1.00090876303378,6000
"8","8.E10","deviance",-22.3866490596942,1.00092244989657,6000
"8","8.E10","r_max",1.53969940270955,1.00066821254281,6000
"23","23.F10","K_s",2.48331512093245,1.00092143624228,6000
"23","23.F10","deviance",-2.93478849024915,1.00070447905287,6000
"23","23.F10","r_max",1.67293715460942,1.00110856142276,5700
"2","2.B10","K_s",1.1666654246946,1.00135449775197,4100
"2","2.B10","deviance",-12.1902536707749,1.00084134832628,6000
