"","Sp.id","Sp.name","Study","RSE","RSE.mu","RSE.range","RSE.sd","T.min","T.min.min","T.min.max","T.min.na","T.max","T.max.min","T.max.max","T.max.na","T.opt","T.opt.min","T.opt.max","r.max","r.max.min","r.max.max","T.br.min","T.br.min.min","T.br.min.max","T.br.min.na","T.br.max","T.br.max.min","T.br.max.max","T.br.max.na","a","b","tmax","d.t","a.mod","b.mod","tmax.mod","d.t.mod"
"95",109,"Pernambugia tuberosa strain GeoB*74","Meier et al. (2004)",0.0439694493023305,0.121755290732612,0.205289664717768,0.599865595330302,10.3053482606563,6.22102383048011,12.0417083799461,0,31.8174254012174,30.6902994008339,33.5208235007946,0,24.1889150317641,23.3313144472126,25.1234102031868,0.327259015165824,0.295040133450257,0.351946559413395,15.5551811536349,13.9101347827358,16.6299994176545,0,29.9120328861184,28.8488149830929,31.4861890508191,0,0.0780868734207396,-0.680832849482671,36.018673812053,10.8577169081038,0.0776433813031608,-0.694916573415927,35.9467544930481,10.8577169081038
"96",110,"Phaeocystis antarctica strain CCMP 1871","Wang et al. (2010)",0.101358446189792,0.289595560542263,0.289595560542263,0.778606097835538,-2.60708940239798,-5.32728486381304,-0.828581178172361,0,7.88961295753603,7.31680191850453,8.62673686127636,0,4.25024816586904,3.30446037509161,4.96628574625193,0.253037782180713,0.185731674792635,0.330449541774628,0.0783720382972962,-1.94114014414623,1.28183539246258,0,6.97637222820415,6.4956650004919,7.7154182015013,0,0.107296899929598,-0.633367098009413,9.91625813112829,3.97718776437415,0.102567459224016,-0.652743439268379,10.1943417440129,3.98731891864559
"97",111,"Phaeocystis globosa strain CCMP 1528","Wang et al. (2010)",0.367320631798407,0.333927847089461,0.333927847089461,0.939205098112051,9.09352137989147,-0.691996670614327,13.3717081896407,0,34.8041644966183,32.7718820103555,39.0776902634905,0,26.2610689606554,23.6452506876654,31.6250723340491,0.768536194004768,0.528583884178353,1.08712181686354,16.2673996895588,10.4915101200023,22.3139852864238,0,32.5303210240175,30.804025825754,37.1812257904883,0,0.070684807236596,-1.01609050172541,38.8058958224538,9.09004769605672,0.0558802493896814,-1.27004301179176,39.2365233753677,9.65481497135675
"98",112,"Phaeocystis pouchetii","Grimm & Weisse (1985)",0.189083100350624,0.0826634094465474,0.129899643440341,0.310268371915737,-23.9530119873929,-28.0774478315352,-20.3314521908318,0,21.5010407225819,21.0943962544531,21.8950826479838,0,17.4699018955634,17.2785304965093,17.7079976667771,2.58437138258966,2.39363729786011,2.83748370222731,10.728332682461,9.93672252313453,11.4074884726267,0,20.5648607133659,20.2674671859247,20.9119264175592,0,0.24348340956219,-0.001,21.501601605622,3.95779942988264,0.24492482974225,-0.001,21.4925485407131,3.93685420692394
"99",113,"Phaeodactylum tricornutum","Ryther (1954)",0.0505903308793452,0.152055040424796,0.152055040424796,0.409373347850584,-15.0846713524712,-26.2782145310876,-5.58038758529016,0,29.7618973876561,28.8001755093029,30.4897371646392,0,15.3027448350318,12.5433844128968,17.5174652304427,0.297349668117947,0.267017052932903,0.323736035124884,-2.30720889363513,-8.19257975312866,2.64078370660805,0.015015015015015,26.1476230477079,25.0769764815659,26.9907102378997,0,0.030478570794799,-0.547899633992198,36.7401766617887,14.6594291026327,0.0293570577304556,-0.588259635705066,37.0251598170239,14.7927247564539
"100",114,"Phaeodactylum tricornutum clone Pet Pd","Fawley (1984)",0.0994734566525322,0.0659209290859921,0.148253990254205,0.47205334265802,-6.53432143099441,-20.7759014307221,3.08257906833661,0.173173173173173,27.0994811764672,25.5863968156053,29.5745093561427,0.173173173173173,23.0083216579266,21.9174391639225,23.9885145207666,1.46994517670724,1.37400974127203,1.58277841931049,10.9004871690337,7.69011450910863,13.2719934965133,0.173173173173173,26.2670969302435,25.077316845206,27.8708085593784,0.173173173173173,0.0381295500086306,-0.778892347773965,27.6554325976048,1.60176104772113,0.0364358238872117,-0.730530801065291,27.3842971589493,1.36784265641677
"101",118,"Picochlorum atomus","Ryther (1954)",0.0852973473248586,0.153822575107459,0.153822575107459,0.372891798599497,5.35952277995676,3.51145962228165,7.39688787109166,0,31.5104849455805,30.6424990711872,32.2937430016094,0,22.9136544632552,22.0825522148304,23.9573519989584,0.567555833490361,0.49897807356497,0.629758321619287,12.6639639254977,11.1547525196886,13.9816866462254,0,29.4243414963313,28.606934257848,30.0338458456329,0,0.0548197257245917,-1.00747974598167,35.4895587941585,9.5204756783708,0.0543770509136328,-1.03427604523153,35.9071192127765,9.84119774792025
"102",119,"Prochlorococcus marinus strain MED4 (clade 2)","Moore et al. (1995)",0.0282192705565315,0.0489068813804706,0.0489068813804706,0.137721707648778,6.21359688021126,-12.1780896001246,10.1121957617716,0,27.9978070939302,27.8747238628869,28.0867687922662,0,23.6112641031017,23.282078763714,23.928395279815,0.570197205757024,0.546460428782518,0.589750812718972,16.7182324696433,16.1965139363694,17.1921388991641,0,26.9733094452348,26.8422730204277,27.083926443057,0,0.218357361059922,-0.0682450726307124,28.182424960166,4.56220628446654,0.217522445433316,-0.0734217244525697,28.194784838004,4.57984425537737
"103",120,"Prochlorococcus marinus strain MIT9215 (clade 1)","Johnson (2006)",0.0445824446467126,0.0895229812182983,0.0895229812182983,0.26207376529718,13.9640859689163,12.2377900459966,15.1957491162746,0,33.142537767618,32.8259185776058,33.4283918893999,0,27.5303468981106,26.8438154528137,28.2204159427779,0.495731986941729,0.469304186772042,0.523230520973602,19.6537138600939,18.8917838097493,20.382831942559,0,31.8197994315111,31.5483469240028,32.1285738006728,0,0.0286675925705601,-1.48946653315384,36.3948287113809,3.45321019143134,0.028512079199577,-1.48264749996678,36.3933609083621,3.44505658279324
"104",121,"Prochlorococcus marinus strain MIT9312 (clade 1)","Johnson (2006)",0.0479360837037225,0.0769439545806139,0.0769439545806139,0.233190390642249,13.541184480327,12.0839244655587,14.814383799559,0,30.022493838113,29.8068230351462,30.2147626390665,0,25.6712251877203,25.1792734919655,26.2249378111299,0.614024562441045,0.584578476425123,0.649887146003036,18.8976026937485,18.3614778632059,19.5393705593366,0,29.0434939370585,28.8635075294756,29.2499097328475,0,0.034028994794081,-1.58587736711905,32.2209524377175,2.38991179466205,0.0339362791157375,-1.58229813886439,32.2220646565806,2.39453028607401
