pops,temp,well.rep,r.log,r.log.cln,r.exp.ln,r.exp.log,r.40.ln
11,28,B07_46,2.30511651253924,1.9037528633952232,3.342639451794062,3.9703408163676372,NA
11,28,C07_46,2.353553033901318,1.8537334353924169,3.1540763729088357,3.3809003697251936,NA
11,28,D11_46,2.099014359032769,1.5649713391200961,3.2087604836765102,3.8583535412093517,NA
11,28,G02_46,1.6388775520984118,1.638877562712972,2.4825636099563773,6.396039771952822,NA
11,34,B07_61,2.040377113401213,1.8053729568926993,3.8942951379480966,7.704475121810404,NA
11,34,C07_61,2.315243666316184,2.4994618061085117,3.4786134331086545,8.249501566153477,NA
11,34,D11_61,-2.1190465003242105,-5.199856066061672,4.847530059370342,9.821316894584253,NA
11,34,G02_61,1.0454916743864695,0.9089570786568183,4.24617688984084,7.468102275164124,NA
11,40,B07_76,-4.846584549794273,-6.6240817826513805,-0.5089807128566397,NA,3.3885241116488247
11,40,C07_76,-4.890995257206672,-3.5568006837843265,-0.5413056186217783,NA,3.3885241116488247
11,40,D11_76,-6.393711334557541,-8.076725532981927,-2.137032117687764e-16,NA,3.3885241116488247
11,40,G02_76,-5.932201758202198,-4.790666708485623,-0.12748261384539566,NA,3.3885241116488247
11,10,B07_1,0.30264987396691057,0.30264986964238344,0.25993564852330575,0.297182319547719,NA
11,10,C07_1,0.49126819322175824,0.4912682507061856,0.32064053787506597,0.35444467219485204,NA
11,10,D11_1,0.7700153361413177,0.8013713816587795,0.39929817388555017,0.5371288806816304,NA
11,10,G02_1,0.5009815650730772,0.5009813788134097,0.25906625035960423,0.5715247986540806,NA
28,16,B02_21,0.7882775741411342,0.8436692903899968,0.9968852231674595,1.2878443415039447,NA
28,16,C05_21,1.2192745818480788,1.1927207498456678,1.0964993592599175,1.6180576844252315,NA
28,16,E03_21,1.2119728389910258,1.2119723291293856,0.9245251686387921,1.6214803649884197,NA
28,16,F02_21,1.1361341754007739,1.3295759368881628,0.9048559360793778,1.5785618539501405,NA
28,22,B02_36,0.8712393682854734,0.8226608512521659,2.1313068353647853,4.217799546201197,NA
28,22,C05_36,1.2344786726422456,1.2344784874458319,2.0783626521536536,2.834071241054865,NA
28,22,E03_36,1.2265743022037774,1.226573916348614,2.0374748465422114,3.7822375304012463,NA
28,22,F02_36,1.3662051139119593,1.3662041107999192,2.129327885493738,3.2578637295157895,NA
28,28,B02_51,1.2824591760251616,1.282459174528238,4.139110321366174,4.733711713268312,NA
28,28,C05_51,0.9473549589745937,0.9473550198528199,3.4708020764314305,4.0059350168069,NA
28,28,E03_51,0.8286306456612037,0.8286289519906583,3.9268368596561922,4.6863575318757515,NA
28,28,F02_51,1.0125237119759287,1.0125232525710313,3.918973434652569,4.534964591268835,NA
28,34,B02_66,1.4371650010441461,1.5079450757822657,5.018009438207794,5.0417576962413335,NA
28,34,C05_66,1.2816675726430813,1.281669241725084,4.324617139282257,6.670970820352734,NA
28,34,E03_66,1.2197274701824958,1.2197280512144393,4.399132703861318,5.700349513624497,NA
28,34,F02_66,1.1224068068488364,1.1224067244803413,4.30500052792225,5.823114106566344,NA
28,40,B02_81,-4.257260595003399,-3.8410246364342395,-0.5643260992789686,NA,3.3885241116488247
28,40,C05_81,-6.706627725717253,-3.563045962805284,-0.4404238881463431,NA,3.3885241116488247
28,40,E03_81,-3.313634073977811,-3.287312665574855,-0.6332749447703157,NA,3.3885241116488247
28,40,F02_81,-2.6674919506301795,-2.9730616068447198,0.159795489993357,NA,3.3885241116488247
28,10,B02_6,1.0384023066910688,1.0384023011856842,0.4661383753712619,0.7706441620961016,NA
28,10,C05_6,0.5823235318726008,0.5823235291763323,0.47044014201933,0.7543387019243694,NA
28,10,E03_6,0.43558546239650636,0.44154229770837544,0.27866686605546315,0.3806522129450986,NA
28,10,F02_6,0.4777153389146365,0.47771534031635726,0.3624531938506904,0.4069650253164801,NA
21,16,C02_21,1.092594539990228,1.2009288116461458,1.1165191039269937,1.5433831614873454,NA
21,16,C09_21,0.969711831043928,1.076529521391919,1.0359426532111002,1.3507891539105135,NA
21,16,E09_21,1.1224391073577829,1.1224391268984295,1.0553761541874283,1.4417218606616535,NA
21,16,F04_21,1.026166148597603,1.0975946428169518,1.0610370357701022,0.8960923823189413,NA
21,22,C02_36,1.4388874320652523,2.0489238633631133,2.5444345804785233,3.439498415532675,NA
21,22,C09_36,1.130205478054057,1.1302336722540927,2.5423307501200525,3.8913525496087473,NA
21,22,E09_36,1.0093408520767257,1.0093413535198905,2.1304909812479864,5.594304554812372,NA
21,22,F04_36,0.9363268145612017,0.9363281137867465,2.238078391519316,3.940270666306247,NA
