"","Pop.id","Parameter","mean","Rhat","n.eff"
"1021",171,"cf.a",0.0531663003502026,1.00082465105839,3000
"1022",171,"cf.b",-1.26689332599693,1.00062499586959,3000
"1023",171,"cf.delta_t",7.96877311511702,1.00057833586568,3000
"1024",171,"cf.sigma",0.663623346223372,1.00157039166436,1900
"1025",171,"cf.tmax",37.26974324197,1.02742048147658,1700
"1026",171,"deviance",11.4476924078423,1.00132416946981,2400
"1027",172,"cf.a",0.0527921704689307,1.00194122846525,1400
"1028",172,"cf.b",-0.894776270034994,1.00116680112555,3000
"1029",172,"cf.delta_t",8.51009433213271,1.00373458644229,2300
"1030",172,"cf.sigma",0.455716801657402,1.00063079159746,3000
"1031",172,"cf.tmax",37.7040113025715,1.02115833372699,3000
"1032",172,"deviance",4.16955014973193,1.00110158586678,3000
"1033",173,"cf.a",0.0580318314535162,1.01141086608774,990
"1034",173,"cf.b",-1.06687165523065,1.00161637737741,1800
"1035",173,"cf.delta_t",7.93930359920869,1.00184088866838,2200
"1036",173,"cf.sigma",0.372864013694073,1.00071682533075,3000
"1037",173,"cf.tmax",37.5150334594323,1.06196379072112,1100
"1038",173,"deviance",1.40302240025221,1.00064963097152,3000
"1039",174,"cf.a",0.0621562861073831,1.00120670038362,2800
"1040",174,"cf.b",-1.08323471844532,1.00098692076439,3000
"1041",174,"cf.delta_t",7.56212589352307,1.00345101208104,2900
"1042",174,"cf.sigma",0.471641729430047,1.00166423445691,1700
"1043",174,"cf.tmax",37.0378967692644,1.03902953457864,3000
