"","Model","Pop.fac","Pop.num","unique.id","Parameter","mean","Rhat","n.eff"
"143","Lactin 2","23",14,"14.F10","cf.tmax",40.7324900783318,1.03663964397152,4500
"144","Lactin 2","23",14,"14.F10","deviance",-4.5241179516199,1.00058652047884,6000
"145","Lactin 2","24",15,"15.B11","cf.a",0.072524586016094,1.01082830631305,6000
"146","Lactin 2","24",15,"15.B11","cf.b",-1.28961050012573,1.00121194606448,4900
"147","Lactin 2","24",15,"15.B11","cf.delta_t",6.6892611202436,1.0016550887533,4300
"148","Lactin 2","24",15,"15.B11","cf.sigma",0.526283137703439,1.0012200652269,4900
"149","Lactin 2","24",15,"15.B11","cf.tmax",40.9120364500741,1.02959132594859,6000
"150","Lactin 2","24",15,"15.B11","deviance",5.27677615831444,1.00105854782505,6000
"151","Lactin 2","24",15,"15.D02","cf.a",0.0675581295601126,1.00381197217391,1200
"152","Lactin 2","24",15,"15.D02","cf.b",-1.25726669517126,1.00078984702722,6000
"153","Lactin 2","24",15,"15.D02","cf.delta_t",4.93771996353789,1.00224022728197,2700
"154","Lactin 2","24",15,"15.D02","cf.sigma",0.44948168689188,1.00188384416301,2500
"155","Lactin 2","24",15,"15.D02","cf.tmax",40.6588679080948,1.18401059461038,1100
"156","Lactin 2","24",15,"15.D02","deviance",2.8417592278815,1.00185337948941,2600
"157","Lactin 2","24",15,"15.E06","cf.a",0.0698566761489415,1.00168174104281,3300
"158","Lactin 2","24",15,"15.E06","cf.b",-1.3692829468221,1.00152385637734,3400
"159","Lactin 2","24",15,"15.E06","cf.delta_t",5.59651326935403,1.00090131474413,6000
"160","Lactin 2","24",15,"15.E06","cf.sigma",0.315851034527407,1.000674805334,6000
"161","Lactin 2","24",15,"15.E06","cf.tmax",40.8937550873504,1.0907888586384,3700
"162","Lactin 2","24",15,"15.E06","deviance",-1.73790725006039,1.00085107328723,6000
"163","Lactin 2","24",15,"15.E11","cf.a",0.0616396826679084,1.0013074282491,6000
"164","Lactin 2","24",15,"15.E11","cf.b",-0.989830387376589,1.00097831385479,6000
"165","Lactin 2","24",15,"15.E11","cf.delta_t",7.01822290754068,1.00187189577265,2600
"166","Lactin 2","24",15,"15.E11","cf.sigma",0.937060745466272,1.00106324470054,6000
"167","Lactin 2","24",15,"15.E11","cf.tmax",40.4843916924644,1.01248827702339,6000
"168","Lactin 2","24",15,"15.E11","deviance",13.1162899839612,1.0011653371639,5300
"169","Lactin 2","25",16,"16.B02","cf.a",0.0788070085527037,1.01211423758537,6000
"170","Lactin 2","25",16,"16.B02","cf.b",-1.30194335604666,1.00110864332837,5700
"171","Lactin 2","25",16,"16.B02","cf.delta_t",7.04500096856759,1.00492861685298,2000
"172","Lactin 2","25",16,"16.B02","cf.sigma",0.379262264698452,1.00293891298009,1600
"173","Lactin 2","25",16,"16.B02","cf.tmax",40.7731000773449,1.21110440293928,800
"174","Lactin 2","25",16,"16.B02","deviance",0.799333600769828,1.00332081628688,1700
"175","Lactin 2","25",16,"16.C05","cf.a",0.0815806610162213,1.01139912006081,2900
"176","Lactin 2","25",16,"16.C05","cf.b",-1.43423672115901,1.00114022498342,5500
"177","Lactin 2","25",16,"16.C05","cf.delta_t",7.14751449147873,1.00231059733244,6000
"178","Lactin 2","25",16,"16.C05","cf.sigma",0.15681416695805,1.00087053105995,6000
"179","Lactin 2","25",16,"16.C05","cf.tmax",41.0095197615005,1.04142446893377,6000
"180","Lactin 2","25",16,"16.C05","deviance",-10.3784484390796,1.00089441971615,6000
"181","Lactin 2","25",16,"16.E03","cf.a",0.0763334091770228,1.00132607912149,4200
"182","Lactin 2","25",16,"16.E03","cf.b",-1.25767939435234,1.00054876280814,6000
"183","Lactin 2","25",16,"16.E03","cf.delta_t",7.2117064353045,1.00128582051437,4400
"184","Lactin 2","25",16,"16.E03","cf.sigma",0.275630034206986,1.00129205566591,4400
"185","Lactin 2","25",16,"16.E03","cf.tmax",41.2559109736105,1.03794976893725,6000
"186","Lactin 2","25",16,"16.E03","deviance",-2.83211671022991,1.00148142495042,3600
"187","Lactin 2","25",16,"16.F02","cf.a",0.072724628925617,1.00132901343963,4300
"188","Lactin 2","25",16,"16.F02","cf.b",-1.3574863024759,1.00078903964128,6000
"189","Lactin 2","25",16,"16.F02","cf.delta_t",6.15571611510208,1.00274235414172,3900
"190","Lactin 2","25",16,"16.F02","cf.sigma",0.358366276149491,1.00204681415204,2600
"191","Lactin 2","25",16,"16.F02","cf.tmax",41.2224751353302,1.285974608986,720
"192","Lactin 2","25",16,"16.F02","deviance",0.636407390135871,1.0029045272507,2100
"193","Lactin 2","26",17,"17.B09","cf.a",0.0756420342515884,1.00116898875329,5200
"194","Lactin 2","26",17,"17.B09","cf.b",-1.2769800380789,1.00079464511312,6000
"195","Lactin 2","26",17,"17.B09","cf.delta_t",6.88021250324197,1.00096781635473,6000
"196","Lactin 2","26",17,"17.B09","cf.sigma",0.259080667194639,1.0008944147557,6000
"197","Lactin 2","26",17,"17.B09","cf.tmax",41.2112421998141,1.01766454162259,2800
"198","Lactin 2","26",17,"17.B09","deviance",-3.61019352660146,1.0009161515232,6000
"199","Lactin 2","26",17,"17.C06","cf.a",0.0615152477056567,1.00521138512647,1900
"200","Lactin 2","26",17,"17.C06","cf.b",-1.11592320680868,1.00105696080354,6000
"201","Lactin 2","26",17,"17.C06","cf.delta_t",4.71061686425197,1.00169374101947,2900
"202","Lactin 2","26",17,"17.C06","cf.sigma",0.402264057320271,1.00208312859506,2200
"203","Lactin 2","26",17,"17.C06","cf.tmax",40.5820873820039,1.0669124735197,1700
"204","Lactin 2","26",17,"17.C06","deviance",0.823714889079655,1.00209450629191,2200
"205","Lactin 2","26",17,"17.E02","cf.a",0.0707363307524278,1.00102971561916,6000
"206","Lactin 2","26",17,"17.E02","cf.b",-1.26067551785706,1.00097956568494,6000
"207","Lactin 2","26",17,"17.E02","cf.delta_t",6.40053550118232,1.00218320227583,2100
"208","Lactin 2","26",17,"17.E02","cf.sigma",0.614754555891412,1.00091439459949,6000
"209","Lactin 2","26",17,"17.E02","cf.tmax",41.0296773178761,1.01897149448167,3100
"210","Lactin 2","26",17,"17.E02","deviance",7.4715307778459,1.00106959598689,6000
"211","Lactin 2","26",17,"17.F11","cf.a",0.0667331445053467,1.07031782690181,67
"212","Lactin 2","26",17,"17.F11","cf.b",-1.36701569998838,1.03815716512714,170
"213","Lactin 2","26",17,"17.F11","cf.delta_t",4.94156408138382,1.06248197628551,66
"214","Lactin 2","26",17,"17.F11","cf.sigma",0.154972550990238,1.00970087337444,380
"215","Lactin 2","26",17,"17.F11","cf.tmax",40.8200817384843,1.19145666990784,670
"216","Lactin 2","26",17,"17.F11","deviance",-13.7727867132285,1.01151101264218,330
"217","Lactin 2","27",18,"18.B07","cf.a",0.0562085749201861,1.00208372434477,3900
"218","Lactin 2","27",18,"18.B07","cf.b",-0.74415533482228,1.00171668851753,2900
"219","Lactin 2","27",18,"18.B07","cf.delta_t",8.51450754205467,1.0009218776808,6000
"220","Lactin 2","27",18,"18.B07","cf.sigma",1.21280883731561,1.00131563123277,4300
"221","Lactin 2","27",18,"18.B07","cf.tmax",39.9220916403409,1.0050680957372,6000
"222","Lactin 2","27",18,"18.B07","deviance",16.5184789607457,1.0018448818651,2600
"223","Lactin 2","27",18,"18.C07","cf.a",0.0617723175430785,1.00135921542552,4600
"224","Lactin 2","27",18,"18.C07","cf.b",-1.01224467197916,1.00144324301793,3700
"225","Lactin 2","27",18,"18.C07","cf.delta_t",7.88466992946783,1.00084993647449,6000
"226","Lactin 2","27",18,"18.C07","cf.sigma",0.85620952770143,1.00080076963105,6000
"227","Lactin 2","27",18,"18.C07","cf.tmax",40.5948180977406,1.00945940567808,6000
"228","Lactin 2","27",18,"18.C07","deviance",12.0433583301526,1.00077794626959,6000
"229","Lactin 2","27",18,"18.D11","cf.a",0.0732382125319555,1.00696073258846,2800
"230","Lactin 2","27",18,"18.D11","cf.b",-1.39932669801782,1.00181993139413,2700
"231","Lactin 2","27",18,"18.D11","cf.delta_t",7.49987521967151,1.00262653773334,6000
"232","Lactin 2","27",18,"18.D11","cf.sigma",0.274777512276146,1.00203215143859,2300
