"","Pop.fac","Pop.num","unique.id","K.s","r.max","R.jag","R.mth"
"84","5",28,"28.E10",6.54029348081505,1.30627038665481,5,4.90782485108919
"85","6",29,"29.C02",6.62207118132397,1.49530863052487,4,3.96485153725181
"86","6",29,"29.C09",4.306491044797,1.4561709158679,2.5,2.69104357481939
"87","6",29,"29.E09",4.14106238784555,1.43385205338797,2.5,2.6537615013922
"88","6",29,"29.F04",2.79075249477677,1.33151290765103,2,2.02565813426661
"89","11",3,"3.B07",5.98578395032596,1.56888284811763,3.5,3.32252552259834
"90","11",3,"3.C07",5.64425399417218,1.55794994878953,3,3.1672753133264
"91","11",3,"3.D11",4.84121900445248,1.59235277923827,2.5,2.62612035053926
"92","11",3,"3.G02",4.07262140960908,1.54900229161401,2.5,2.30602902411797
"93","7",30,"30.B08",8.22311736732682,1.50565237342542,5,4.8695967515236
"94","7",30,"30.C07",6.22436731859259,1.42766889944942,4,4.0172532409813
"95","7",30,"30.D10",5.84975300945409,1.34549104882264,4.5,4.17046341928968
"96","7",30,"30.F03",5.1115232705795,1.45927464836293,3,3.18306875072641
"97","8",31,"31.B05",4.06113366279126,1.44155126842326,2.5,2.57981008323067
"98","8",31,"31.D03",3.04254575496249,1.49345645218927,1.5,1.82528667382709
"99","8",31,"31.E10",3.16671763650506,1.36888965851287,2,2.19234089319813
"100","8",31,"31.F06",2.21110033301192,1.34499466642204,1.5,1.57735617762906
"101","9",32,"32.C03",7.58035142446425,1.60339985955956,4,4.06842761076454
"102","9",32,"32.D05",6.05193079526062,1.56711179115621,3.5,3.36514900838877
"103","9",32,"32.E08",6.49131418091963,1.51819965162844,4,3.79371453030393
"104","9",32,"32.G03",8.17432384525329,1.57594733439584,4.5,4.5057663900108
"105","anc2",33,"33.B06",7.28136027455038,1.63279905064724,4,3.80086256721438
"106","anc2",33,"33.C10",7.0928664092144,1.57412975727402,4,3.91666368200929
"107","anc2",33,"33.E05",5.12675926603246,1.55803315788611,3,2.87664309175768
"108","anc2",33,"33.F10",5.7002926070183,1.50047654635472,3.5,3.39419826289454
"109","anc3",34,"34.B07",7.59926353309449,1.55997439809637,4.5,4.2556965324654
"110","anc3",34,"34.C06",7.94455928696397,1.51773049888487,5,4.64530805469801
"111","anc3",34,"34.D07",3.65184908555966,1.35653335371715,2.5,2.56741978018864
"112","anc3",34,"34.F05",6.6836994238638,1.40404640950574,4.5,4.43443824321876
"113","anc4",35,"35.B11",5.83429620312817,1.39636096296674,4,3.9064542923696
"114","anc4",35,"35.D04",6.88439531880213,1.34269527360119,5,4.92562240831106
"115","anc4",35,"35.E02",5.82263553154612,1.51483348138396,3.5,3.41491575362411
"116","anc4",35,"35.F06",3.91521709426688,1.36719564617509,3,2.71622076156972
"117","anc5",36,"36.B08",6.7517644452925,1.49884769048335,4,4.02726462203598
"118","anc5",36,"36.C11",7.63741592352801,1.49191223037734,4.5,4.58943747893932
"119","anc5",36,"36.E07",6.84040810883544,1.45460170505139,4.5,4.28193744693096
"120","anc5",36,"36.F05",6.58461519461528,1.46997611246895,4,4.05217725878534
"121","cc1690",37,"37.B04",6.62510437697857,1.48422798377653,4,4.01422432152311
"122","cc1690",37,"37.C05",4.68907938188832,1.49681328320591,3,2.80299660661439
"123","cc1690",37,"37.E05",6.81954189321993,1.4948033616211,4.5,4.08529067929376
"124","cc1690",37,"37.F07",7.65450535194386,1.46565970478128,5,4.73303932421699
"125","14",4,"4.B04",7.71661375637578,1.52115616546544,4.5,4.49594338447367
"126","14",4,"4.D06",6.51266233092103,1.4211138266693,4.5,4.23531801762185
"127","14",4,"4.D09",6.43004896894711,1.46854549687682,4,3.96328795309475
"128","14",4,"4.F08",5.96663295388763,1.40733860317617,4,3.9433048862078
"129","15",5,"5.B02",8.15090525311441,1.61844585097783,4.5,4.31246146180008
"130","15",5,"5.C11",7.66198122870647,1.4375877979119,5,4.88920823453198
"131","15",5,"5.E07",7.97339028215862,1.42654314569801,5.5,5.15277119226663
"132","15",5,"5.F02",6.87496096100707,1.3394093794589,5,4.93960970913233
"133","16",6,"6.B05",6.95247213579227,1.48655852315701,4.5,4.20198433098212
"134","16",6,"6.C08",5.0188591155904,1.38105326342498,3.5,3.423116659943
"135","16",6,"6.E04",5.79478355147526,1.4915522267693,3.5,3.48351782710062
"136","16",6,"6.E11",5.83774842064568,1.42640305006488,4,3.77323130997377
"137","17",7,"7.B08",1.98938023471578,1.54593296571572,1,1.1299479479643
"138","17",7,"7.C11",3.59985939213309,1.68140241966509,2,1.7976787139416
"139","17",7,"7.E07",2.47350790511535,1.55173097052061,1.5,1.3967138952386
"140","17",7,"7.F05",1.56993761142666,1.60964600340362,1,0.837582441649965
"141","18",8,"8.B11",4.85619430823065,1.44128738047678,3,3.08579116512246
"142","18",8,"8.D02",7.39625605872253,1.64419121427133,4,3.82027020544374
"143","18",8,"8.E06",5.95378894652891,1.51763639867705,3.5,3.48161558464382
"144","18",8,"8.E11",4.66953121701323,1.48120636934724,3,2.83860117400223
"145","19",9,"9.B03",7.63961491558892,1.48361233916943,4.5,4.63201298997045
"146","19",9,"9.D04",5.72436263803831,1.43141578008629,4,3.67866080756997
"147","19",9,"9.D10",6.00078624280853,1.55991206052437,3,3.36073583732005
"148","19",9,"9.F03",5.68149799851749,1.40339014258639,3.5,3.77244020117759
