"","Model","Pop.fac","Pop.num","Parameter","mean","Rhat","n.eff"
"164","Lactin 2","5",28,"cf.b",-1.35307568379605,1.00096635371097,6000
"165","Lactin 2","5",28,"cf.delta_t",3.13972546684371,1.00103047921969,6000
"166","Lactin 2","5",28,"cf.sigma",0.418140965025234,1.00111524458871,5700
"167","Lactin 2","5",28,"cf.tmax",40.6370105347811,1.00068652096362,6000
"168","Lactin 2","5",28,"deviance",24.7212106624193,1.0009646785011,6000
"169","Lactin 2","6",29,"cf.a",0.0523572566456376,1.00126881189176,4500
"170","Lactin 2","6",29,"cf.b",-1.52550243115834,1.00117812559913,5200
"171","Lactin 2","6",29,"cf.delta_t",2.39567777098762,1.00066550228361,6000
"172","Lactin 2","6",29,"cf.sigma",0.298615935800217,1.00124184277729,4700
"173","Lactin 2","6",29,"cf.tmax",40.4506248491471,1.00116989067623,5200
"174","Lactin 2","6",29,"deviance",8.49997657455704,1.00116734974116,5200
"175","Lactin 2","7",30,"cf.a",0.0523931141629678,1.00123064858386,4800
"176","Lactin 2","7",30,"cf.b",-1.48129413599256,1.00110183875823,5800
"177","Lactin 2","7",30,"cf.delta_t",2.49002097013501,1.00103194449607,6000
"178","Lactin 2","7",30,"cf.sigma",0.245698460354884,1.00090907374351,6000
"179","Lactin 2","7",30,"cf.tmax",40.5093057589257,1.00109172295438,5900
"180","Lactin 2","7",30,"deviance",-1.13160567304308,1.00116169819746,5300
"181","Lactin 2","8",31,"cf.a",0.0532573707746533,1.00134722857384,4100
"182","Lactin 2","8",31,"cf.b",-1.56320089596178,1.00195829683758,2400
"183","Lactin 2","8",31,"cf.delta_t",3.05774110245029,1.00101004723488,6000
"184","Lactin 2","8",31,"cf.sigma",0.189309938180254,1.00124949360059,4700
"185","Lactin 2","8",31,"cf.tmax",40.6184235416454,1.00098433722466,6000
"186","Lactin 2","8",31,"deviance",-13.4398133190778,1.00185398607361,2600
"187","Lactin 2","9",32,"cf.a",0.0613496209811921,1.00156792981108,3300
"188","Lactin 2","9",32,"cf.b",-1.27860094214895,1.00109193369658,5900
"189","Lactin 2","9",32,"cf.delta_t",5.37163255803266,1.00149918404523,3500
"190","Lactin 2","9",32,"cf.sigma",0.259616383492532,1.00121921817968,4900
"191","Lactin 2","9",32,"cf.tmax",40.7396142035876,1.00075845144608,6000
"192","Lactin 2","9",32,"deviance",1.68201917184331,1.0006259668736,6000
"193","Lactin 2","anc2",33,"cf.a",0.0627620042014243,1.00096880462799,6000
"194","Lactin 2","anc2",33,"cf.b",-1.53155321752686,1.00089695156128,6000
"195","Lactin 2","anc2",33,"cf.delta_t",5.17695712272934,1.00101859066441,6000
"196","Lactin 2","anc2",33,"cf.sigma",0.332904627991442,1.00090678378181,6000
"197","Lactin 2","anc2",33,"cf.tmax",40.9520742621659,1.00100425951679,6000
"198","Lactin 2","anc2",33,"deviance",13.7982518127617,1.00059288526443,6000
"199","Lactin 2","anc3",34,"cf.a",0.0554531101845275,1.00106127835521,6000
"200","Lactin 2","anc3",34,"cf.b",-1.5266657427438,1.00124278604496,4700
"201","Lactin 2","anc3",34,"cf.delta_t",3.82299718021554,1.00088151903189,6000
"202","Lactin 2","anc3",34,"cf.sigma",0.263135684081584,1.00120163404221,5000
"203","Lactin 2","anc3",34,"cf.tmax",40.9913473550084,1.00128365991876,4500
"204","Lactin 2","anc3",34,"deviance",2.23684022580597,1.00091578821391,6000
"205","Lactin 2","anc4",35,"cf.a",0.0563359859527691,1.00061026722758,6000
"206","Lactin 2","anc4",35,"cf.b",-1.37825425491456,1.0010608454149,6000
"207","Lactin 2","anc4",35,"cf.delta_t",4.06933690885338,1.0005420036838,6000
"208","Lactin 2","anc4",35,"cf.sigma",0.22444290934134,1.00090570585442,6000
"209","Lactin 2","anc4",35,"cf.tmax",40.6368941998919,1.00058583613545,6000
"210","Lactin 2","anc4",35,"deviance",-5.35581576363218,1.00100538242024,6000
"211","Lactin 2","anc5",36,"cf.a",0.0507465106315473,1.00071586745083,6000
"212","Lactin 2","anc5",36,"cf.b",-1.14708393239245,1.00105398042065,6000
"213","Lactin 2","anc5",36,"cf.delta_t",2.18165174143729,1.00084011466303,6000
"214","Lactin 2","anc5",36,"cf.sigma",0.187417118080694,1.00161326386511,3100
"215","Lactin 2","anc5",36,"cf.tmax",40.2836846139551,1.00076806395357,6000
"216","Lactin 2","anc5",36,"deviance",-14.0785056316785,1.00126061641177,4600
"217","Lactin 2","cc1629",37,"cf.a",0.0479047958807551,1.00202726443318,2300
"218","Lactin 2","cc1629",37,"cf.b",-1.55902144918077,1.00212847748329,2200
"219","Lactin 2","cc1629",37,"cf.delta_t",3.71813344467258,1.00294758360719,2300
"220","Lactin 2","cc1629",37,"cf.sigma",0.25997719114407,1.00092283850615,6000
"221","Lactin 2","cc1629",37,"cf.tmax",41.022000902259,1.00189012719556,2500
"222","Lactin 2","cc1629",37,"deviance",1.72097132098559,1.00082073191464,6000
"223","Lactin 2","cc1690",38,"cf.a",0.0543650792649743,1.00080743797332,6000
"224","Lactin 2","cc1690",38,"cf.b",-1.38769231767892,1.0013227488487,4200
"225","Lactin 2","cc1690",38,"cf.delta_t",3.74909576264352,1.00066366007708,6000
"226","Lactin 2","cc1690",38,"cf.sigma",0.46570235896671,1.00059362591705,6000
"227","Lactin 2","cc1690",38,"cf.tmax",40.7038854459896,1.00115494764969,5300
"228","Lactin 2","cc1690",38,"deviance",29.7532453332278,1.00080708668108,6000
"229","Thomas 1","1",1,"a",0.165930015061486,1.00173406522631,2800
"230","Thomas 1","1",1,"b",0.104061172332469,1.00157466179703,3300
"231","Thomas 1","1",1,"c",29.2905794547343,1.00091043102739,6000
"232","Thomas 1","1",1,"deviance",4.44548177366388,1.00100525678238,6000
"233","Thomas 1","1",1,"sigma",0.275667634823725,1.00150097251349,3500
"234","Thomas 1","1",1,"topt",25.2361272592543,1.00075712511897,6000
"235","Thomas 1","10",2,"a",0.428976946091244,1.00099600271658,6000
"236","Thomas 1","10",2,"b",0.0703996972450244,1.00096536765495,6000
"237","Thomas 1","10",2,"c",29.8628267096504,1.00087708530187,6000
"238","Thomas 1","10",2,"deviance",8.41473772912413,1.00123472633661,4800
"239","Thomas 1","10",2,"sigma",0.298518760732879,1.00117022305806,5200
"240","Thomas 1","10",2,"topt",25.1579804124848,1.00115320652614,5300
"241","Thomas 1","11",3,"a",0.338573256097586,1.00083524477051,6000
"242","Thomas 1","11",3,"b",0.0821128075353412,1.00084426530761,6000
"243","Thomas 1","11",3,"c",29.5003764326972,1.00084419167839,6000
"244","Thomas 1","11",3,"deviance",16.4623244404239,1.00072718074709,6000
"245","Thomas 1","11",3,"sigma",0.353201044726732,1.00079833539226,6000
"246","Thomas 1","11",3,"topt",25.2313375030999,1.00094996393919,6000
"247","Thomas 1","14",4,"a",0.373940153958116,1.00067150877237,6000
"248","Thomas 1","14",4,"b",0.080448808207609,1.00066155306186,6000
"249","Thomas 1","14",4,"c",29.2426535000222,1.00110946528291,5700
"250","Thomas 1","14",4,"deviance",10.342155826383,1.00106894044086,6000
"251","Thomas 1","14",4,"sigma",0.310763361964629,1.00093366732749,6000
"252","Thomas 1","14",4,"topt",25.1600699336992,1.00160676832961,3200
"253","Thomas 1","15",5,"a",0.472863466995353,1.00128063447619,4500
"254","Thomas 1","15",5,"b",0.071017225983143,1.00115053606744,5400
"255","Thomas 1","15",5,"c",29.2587270427874,1.00176217241067,2800
"256","Thomas 1","15",5,"deviance",20.8366166849203,1.00070227057597,6000
"257","Thomas 1","15",5,"sigma",0.388177066446625,1.00080381163493,6000
"258","Thomas 1","15",5,"topt",25.2067834601002,1.00112423990391,5600
"259","Thomas 1","16",6,"a",0.595486069425585,1.00078642702263,6000
"260","Thomas 1","16",6,"b",0.0636541941846368,1.00076994081279,6000
"261","Thomas 1","16",6,"c",29.7215791550842,1.00126902271136,4500
"262","Thomas 1","16",6,"deviance",17.0699135988227,1.00096023494931,6000
"263","Thomas 1","16",6,"sigma",0.357616499169272,1.00099096091708,6000
"264","Thomas 1","16",6,"topt",25.1713357129824,1.00061626266304,6000
"265","Thomas 1","17",7,"a",0.115142625481803,1.00149703398737,3500
"266","Thomas 1","17",7,"b",0.127891773846025,1.00142214254802,3800
"267","Thomas 1","17",7,"c",28.6650510478428,1.00105485447731,6000
"268","Thomas 1","17",7,"deviance",44.9205975307221,1.00092943123659,6000
"269","Thomas 1","17",7,"sigma",0.63897152880639,1.00130032819579,4400
"270","Thomas 1","17",7,"topt",25.6033249379405,1.00112604819616,5600
"271","Thomas 1","18",8,"a",0.443356658521192,1.00083849730254,6000
"272","Thomas 1","18",8,"b",0.0696910629989355,1.00098898596939,6000
"273","Thomas 1","18",8,"c",29.2288692432612,1.00098445558659,6000
"274","Thomas 1","18",8,"deviance",8.67127347653279,1.00127577744283,4500
"275","Thomas 1","18",8,"sigma",0.301283756824181,1.00095907179377,6000
"276","Thomas 1","18",8,"topt",25.1397666451048,1.00077835743624,6000
"277","Thomas 1","19",9,"a",0.435560101132738,1.0009248010688,6000
"278","Thomas 1","19",9,"b",0.0725360483210145,1.00095410985649,6000
"279","Thomas 1","19",9,"c",29.4642405019976,1.00109473554147,5900
"280","Thomas 1","19",9,"deviance",30.2927042433937,1.00104081754522,6000
"281","Thomas 1","19",9,"sigma",0.47073243517281,1.00068042483377,6000
"282","Thomas 1","19",9,"topt",25.3096708116917,1.0008459733862,6000
"283","Thomas 1","2",10,"a",0.424262222616762,1.00120270227414,5000
"284","Thomas 1","2",10,"b",0.0747125745523754,1.00117695142327,5200
"285","Thomas 1","2",10,"c",29.6335483095809,1.00087955931929,6000
"286","Thomas 1","2",10,"deviance",24.3235810004292,1.00107672661309,6000
"287","Thomas 1","2",10,"sigma",0.41611362659199,1.00112383129405,5600
"288","Thomas 1","2",10,"topt",25.2918046622128,1.0007851957404,6000
"289","Thomas 1","20",11,"a",0.166635757570837,1.00078584169947,6000
"290","Thomas 1","20",11,"b",0.105173871919272,1.00077378108369,6000
"291","Thomas 1","20",11,"c",29.1515404034522,1.0012421928559,4700
"292","Thomas 1","20",11,"deviance",18.5073573468687,1.00087702683972,6000
"293","Thomas 1","20",11,"sigma",0.367923597595021,1.0011199042278,5600
"294","Thomas 1","20",11,"topt",25.3493460327081,1.00118970206778,5100
"295","Thomas 1","21",12,"a",0.343942559103774,1.0006953537941,6000
"296","Thomas 1","21",12,"b",0.0879759134456079,1.0007527118627,6000
"297","Thomas 1","21",12,"c",29.3153556277669,1.00129389039159,4400
"298","Thomas 1","21",12,"deviance",21.9225923112843,1.00110037316748,5800
"299","Thomas 1","21",12,"sigma",0.396572482227995,1.00177278785393,2800
"300","Thomas 1","21",12,"topt",25.2272578287662,1.0017962373615,2700
"301","Thomas 1","22",13,"a",0.270678127803592,1.00104635564659,6000
"302","Thomas 1","22",13,"b",0.0906121507292726,1.00107315565816,6000
"303","Thomas 1","22",13,"c",29.4363330099057,1.00137403815093,4000
"304","Thomas 1","22",13,"deviance",16.0282821982803,1.00098847906888,6000
"305","Thomas 1","22",13,"sigma",0.350068087679392,1.00103979822618,6000
"306","Thomas 1","22",13,"topt",25.3216985780417,1.00144714763465,3700
"307","Thomas 1","23",14,"a",0.508595757700247,1.00087110674086,6000
"308","Thomas 1","23",14,"b",0.0719299045297467,1.00089006134406,6000
"309","Thomas 1","23",14,"c",29.6576902691603,1.00150059266628,3500
"310","Thomas 1","23",14,"deviance",22.2422991679659,1.00068355267015,6000
"311","Thomas 1","23",14,"sigma",0.399745590855027,1.00078688102609,6000
"312","Thomas 1","23",14,"topt",25.2303857649434,1.00154388268973,3400
"313","Thomas 1","24",15,"a",0.385524219360725,1.00061148511883,6000
"314","Thomas 1","24",15,"b",0.0759890501091409,1.00061027662901,6000
"315","Thomas 1","24",15,"c",29.631572127301,1.00084207753352,6000
"316","Thomas 1","24",15,"deviance",18.2252656047779,1.00133205819518,4200
"317","Thomas 1","24",15,"sigma",0.365848636135664,1.00115148569578,5400
"318","Thomas 1","24",15,"topt",25.2344200163797,1.00139603695777,3900
"319","Thomas 1","25",16,"a",0.587261170150042,1.00085870681659,6000
"320","Thomas 1","25",16,"b",0.0633496947738455,1.00091029398976,6000
"321","Thomas 1","25",16,"c",30.0495880392517,1.00081642222898,6000
"322","Thomas 1","25",16,"deviance",-2.13791835839055,1.00066917983812,6000
"323","Thomas 1","25",16,"sigma",0.239869283280993,1.0008283740429,6000
"324","Thomas 1","25",16,"topt",25.1230902969583,1.00060325867347,6000
"325","Thomas 1","26",17,"a",0.371367739712349,1.00075440895921,6000
"326","Thomas 1","26",17,"b",0.0770343948745037,1.00081636260282,6000
"327","Thomas 1","26",17,"c",29.9860725130739,1.00094838306066,6000
"328","Thomas 1","26",17,"deviance",6.86530170774654,1.00077348476526,6000
"329","Thomas 1","26",17,"sigma",0.289197003227364,1.0005909090362,6000
"330","Thomas 1","26",17,"topt",25.1689081567484,1.00096036911177,6000
"331","Thomas 1","27",18,"a",0.679680496119853,1.00127457989634,4500
"332","Thomas 1","27",18,"b",0.0515261524637265,1.00126299895709,4600
"333","Thomas 1","27",18,"c",29.7232450195575,1.00083202256311,6000
"334","Thomas 1","27",18,"deviance",36.4937819188998,1.00112120339462,5600
"335","Thomas 1","27",18,"sigma",0.53489541205208,1.00099757329393,6000
"336","Thomas 1","27",18,"topt",25.4248882797263,1.00084960227283,6000
"337","Thomas 1","28",19,"a",0.22630825661879,1.00150021938826,3500
"338","Thomas 1","28",19,"b",0.103403872461403,1.00151365647545,3500
"339","Thomas 1","28",19,"c",29.160764142266,1.00067260588138,6000
"340","Thomas 1","28",19,"deviance",39.1674172024551,1.00106364121038,6000
"341","Thomas 1","28",19,"sigma",0.56762825674222,1.00151383093462,3500
"342","Thomas 1","28",19,"topt",25.4349241670399,1.00080068990318,6000
"343","Thomas 1","29",20,"a",0.367320846941197,1.00112580066162,5600
"344","Thomas 1","29",20,"b",0.0791202231957901,1.00112381114782,5600
"345","Thomas 1","29",20,"c",29.1959615990443,1.00119271622055,5000
"346","Thomas 1","29",20,"deviance",18.8809617190082,1.00123628513294,4700
"347","Thomas 1","29",20,"sigma",0.370901831991631,1.00134311297791,4100
"348","Thomas 1","29",20,"topt",25.2289305604397,1.00158346431408,3800
"349","Thomas 1","3",21,"a",0.469071780643446,1.00174286774372,2800
"350","Thomas 1","3",21,"b",0.0731517675864908,1.00162768212103,3100
"351","Thomas 1","3",21,"c",29.2948214672689,1.0009314905959,6000
"352","Thomas 1","3",21,"deviance",24.6510710938396,1.00146574437273,3600
"353","Thomas 1","3",21,"sigma",0.419735237409597,1.0020147803656,2300
