"","Grad","Pop.fac","Pop.num","Parameter","mean","Rhat","n.eff"
"108","Phosphorous limitation","4",27,"sigma",0.288600649316487,1.0010562486733,6000
"109","Phosphorous limitation","5",28,"K_s",1.17273195481369,1.0012312912825,4800
"110","Phosphorous limitation","5",28,"deviance",-16.0513788021809,1.00195911215878,3400
"111","Phosphorous limitation","5",28,"r_max",1.2757983193609,1.00076862036516,6000
"112","Phosphorous limitation","5",28,"sigma",0.201705809243884,1.00077242895096,6000
"113","Phosphorous limitation","6",29,"K_s",0.908476340543601,1.00073114413428,6000
"114","Phosphorous limitation","6",29,"deviance",-38.9379280439823,1.00136742450229,4000
"115","Phosphorous limitation","6",29,"r_max",1.43927791151127,1.00161524092604,3100
"116","Phosphorous limitation","6",29,"sigma",0.151293047194132,1.00074866916001,6000
"117","Phosphorous limitation","7",30,"K_s",1.20587304639788,1.00082630893147,6000
"118","Phosphorous limitation","7",30,"deviance",-2.92238768235387,1.00125509924103,4600
"119","Phosphorous limitation","7",30,"r_max",1.34398020124334,1.00094170562402,6000
"120","Phosphorous limitation","7",30,"sigma",0.237600538219242,1.00160613790028,3200
"121","Phosphorous limitation","8",31,"K_s",1.37657999159993,1.00129872203735,4400
"122","Phosphorous limitation","8",31,"deviance",30.7358753550744,1.00132803879848,4200
"123","Phosphorous limitation","8",31,"r_max",1.43020520692355,1.0015177370522,3400
"124","Phosphorous limitation","8",31,"sigma",0.362383607367532,1.00091808531345,6000
"125","Phosphorous limitation","9",32,"K_s",1.38850981258573,1.00079097601619,6000
"126","Phosphorous limitation","9",32,"deviance",2.94775747720432,1.00063457895029,6000
"127","Phosphorous limitation","9",32,"r_max",1.38756998793894,1.00069525955578,6000
"128","Phosphorous limitation","9",32,"sigma",0.25595232472859,1.00081462248112,6000
"129","Phosphorous limitation","anc2",33,"K_s",1.01353352788002,1.00067230722223,6000
"130","Phosphorous limitation","anc2",33,"deviance",5.00892278834998,1.00088707280472,6000
"131","Phosphorous limitation","anc2",33,"r_max",1.32478779899778,1.00096699415775,6000
"132","Phosphorous limitation","anc2",33,"sigma",0.262869458255352,1.00085663809076,6000
"133","Phosphorous limitation","anc3",34,"K_s",1.85237843533045,1.00076467477132,6000
"134","Phosphorous limitation","anc3",34,"deviance",5.74086218338316,1.00075858145981,6000
"135","Phosphorous limitation","anc3",34,"r_max",1.23915319490604,1.00129233421753,4400
"136","Phosphorous limitation","anc3",34,"sigma",0.265434549035293,1.00094884527249,6000
"137","Phosphorous limitation","anc4",35,"K_s",1.24814953609366,1.00085579181133,6000
"138","Phosphorous limitation","anc4",35,"deviance",-56.3443921528697,1.00100188938971,6000
"139","Phosphorous limitation","anc4",35,"r_max",1.34024732914886,1.00128337647173,4500
"140","Phosphorous limitation","anc4",35,"sigma",0.122370494773948,1.0010095141037,6000
"141","Phosphorous limitation","anc5",36,"K_s",0.909222721695311,1.00065952911224,6000
"142","Phosphorous limitation","anc5",36,"deviance",50.8885120619403,1.00095647139356,6000
"143","Phosphorous limitation","anc5",36,"r_max",1.36577314803602,1.00067219804161,6000
"144","Phosphorous limitation","anc5",36,"sigma",0.466436677169446,1.00186637763974,2600
"145","Phosphorous limitation","cc1690",37,"K_s",1.92684749664828,1.00082654654832,6000
"146","Phosphorous limitation","cc1690",37,"deviance",-13.0086734198383,1.00060633515038,6000
"147","Phosphorous limitation","cc1690",37,"r_max",1.49521324558073,1.00117959090206,5100
"148","Phosphorous limitation","cc1690",37,"sigma",0.209803821051496,1.00082676088021,6000
