"","population","population.number","temperature","well.ID","r.exp"
"615","22",13,28,"E10_51",3.42308208313249
"616","22",13,28,"F06_51",3.22808971585007
"617","22",13,34,"B05_66",4.67016927963607
"618","22",13,34,"D03_66",3.82710661141298
"619","22",13,34,"E10_66",4.22445557394158
"620","22",13,34,"F06_66",3.63357026494152
"621","23",14,10,"B06_1",0.177748242634504
"622","23",14,10,"C10_1",-0.28046591810065
"623","23",14,10,"E05_1",0.230346301667936
"624","23",14,10,"F10_1",-0.130181920300134
"625","23",14,16,"B06_16",1.43838552039179
"626","23",14,16,"C10_16",1.55903698756863
"627","23",14,16,"E05_16",-1.05582945077007
"628","23",14,16,"F10_16",-1.81931338964498
"629","23",14,22,"B06_31",-1.66076539966556
"630","23",14,22,"C10_31",2.08153217317943
"631","23",14,22,"E05_31",2.18353955874681
"632","23",14,22,"F10_31",-0.689086973643519
"633","23",14,28,"B06_46",3.81020294945244
"634","23",14,28,"C10_46",3.72236915339003
"635","23",14,28,"E05_46",3.25121817116077
"636","23",14,28,"F10_46",3.7489383913938
"637","23",14,34,"B06_61",3.98659723702927
"638","23",14,34,"C10_61",4.86007003851738
