"","Pop.fac","Pop.num","unique.id","Model","T.min","T.max","T.br","T.opt","r.max"
"17","22",13,"13.B05","Lactin 2",4.45605277103254,40.0384717091888,16.2362258558749,34.2963493230475,4.65544920181183
"18","22",13,"13.D03","Lactin 2",4.93844501485644,39.9644012525169,17.4054036167551,33.2219833662216,3.90266848368864
"19","22",13,"13.E10","Lactin 2",6.12561088183625,40.2681858895023,16.9789544345179,33.7345490306475,4.02174387837395
"20","22",13,"13.F06","Lactin 2",4.86651396918955,39.9782529839134,17.548352936666,33.1939271467353,3.65328409629124
"21","23",14,"14.B06","Lactin 2",5.12792936539272,39.9975940189388,17.7241975781458,32.8971395248535,3.99127336713694
"22","23",14,"14.C10","Lactin 2",3.65805248004738,40.1831673621382,17.0139404451441,33.8637035243117,4.75408792971998
"23","23",14,"14.E05","Lactin 2",4.88816082538416,39.9289877097308,17.7651761872673,32.828542904918,3.96181604957549
"24","23",14,"14.F10","Lactin 2",6.60438203322468,40.2095139334075,17.6978658909665,32.8509886480832,4.09445534643574
"25","24",15,"15.B11","Lactin 2",3.92774479382084,40.0608977533026,17.1663955310521,33.7366284022173,4.02925153005759
"26","24",15,"15.D02","Lactin 2",5.4687256937364,40.4615546337115,17.2496259659684,33.8624737010758,4.00958128060322
"27","24",15,"15.E06","Lactin 2",4.87722072836404,40.1647861886246,16.437238959138,34.4021237251347,3.97960937496992
"28","24",15,"15.E11","Lactin 2",3.35025415473225,40.0645581877001,17.4102708154447,33.7821193685309,3.60054296098443
"29","25",16,"16.B02","Lactin 2",7.95018153023611,39.9859233110717,17.3728007065632,32.5164843361783,4.38421693513054
"30","25",16,"16.C05","Lactin 2",6.41345395293512,40.0334631434145,17.7519223194438,32.6456769515798,3.95904370228533
"31","25",16,"16.E03","Lactin 2",5.65616487773154,40.0658079579543,17.9708137834239,32.6837308778313,3.79738303227376
"32","25",16,"16.F02","Lactin 2",6.2057755586393,40.0001078693268,16.6884849394328,33.6529082344072,4.02791938038296
"33","26",17,"17.B09","Lactin 2",6.9460152710044,39.9539744399454,16.7820947383845,33.3570085159061,3.97773148559759
"34","26",17,"17.C06","Lactin 2",6.21430780210124,40.1931419814955,17.3418109475978,33.3435744133979,3.75143013203125
"35","26",17,"17.E02","Lactin 2",7.42574571756052,39.9035374800259,17.0304438038104,32.9954232571936,3.75296926633782
"36","26",17,"17.F11","Lactin 2",7.12484063767376,39.9209050212183,16.5701849050512,33.5503787890414,3.71111558153561
"37","27",18,"18.B07","Lactin 2",-3.55052118895303,39.6117614598971,21.4696928204812,31.4774867217896,2.26214216956314
"38","27",18,"18.C07","Lactin 2",-2.5581892722833,39.9894308487924,21.2236635162558,31.9402242025934,2.31934663595282
"39","27",18,"18.D11","Lactin 2",3.96010568189175,40.1973059268173,19.1936995613682,32.3624345868321,2.81299686469676
"40","27",18,"18.G02","Lactin 2",2.19190957553559,40.0416222386269,17.6082685217582,33.9741532105638,3.24869990423479
"41","28",19,"19.B02","Lactin 2",7.24765522534305,40.3127592500482,16.6326393294234,33.6857386725517,4.9417236985411
"42","28",19,"19.C05","Lactin 2",5.0290897872796,40.1121556800762,16.3334375216516,34.2554710081157,4.4348982071663
"43","28",19,"19.E03","Lactin 2",7.21796054631692,40.3691616776597,17.1159867003986,33.4228156975803,4.35625595347611
"44","28",19,"19.F02","Lactin 2",6.7095076170237,40.1262611971858,17.4039784867757,32.9714530880146,4.24814939796195
"45","10",2,"2.C02","Lactin 2",3.23694789935551,40.7856075827662,19.0149251672493,33.3743317710906,3.08581282894956
"46","10",2,"2.D05","Lactin 2",5.30551389197745,40.1196392879694,17.3813215869842,33.4734463239527,3.55517017635022
"47","10",2,"2.D11","Lactin 2",3.50653530001671,40.1860701643117,16.6292759537946,34.6335369094129,3.72409900142422
"48","10",2,"2.F08","Lactin 2",5.15456333747639,39.9738345450521,17.095675178283,33.6038073057551,3.54357271205131
"49","29",20,"20.B10","Lactin 2",4.37043139042152,40.317957071964,17.2107536389387,33.9891159808878,3.8640962744474
"50","29",20,"20.D02","Lactin 2",5.80928206436959,40.391507580499,16.9265609044437,34.0348638683512,3.93247578536244
"51","29",20,"20.E06","Lactin 2",4.87956758460904,40.4329338099191,18.2451564643366,33.1171735961572,3.59617437263259
"52","29",20,"20.F04","Lactin 2",6.72221910261083,40.3957221997371,17.3558408248821,33.4804333892379,3.73142127061945
"53","3",21,"21.B03","Lactin 2",3.19141649218728,40.2994517963376,18.3684062206365,33.1149796628893,3.80999807485558
"54","3",21,"21.C10","Lactin 2",5.81709340561394,40.2326214366296,17.8396137929387,32.9469715680238,3.96310003547867
"55","3",21,"21.D09","Lactin 2",5.15404556626879,40.2947654650864,18.0814593578144,32.9827114166558,3.7887657097244
"56","3",21,"21.F09","Lactin 2",5.37531514664856,39.9822692119616,17.6514094738933,32.9491091935469,3.78873541939606
"57","30",22,"22.C03","Lactin 2",5.00051521549961,40.2256634648901,17.3635772928616,33.5508602254422,4.00688416613479
"58","30",22,"22.C09","Lactin 2",5.11130174196647,40.1376297327235,17.7185543624823,33.1251302791988,3.84021703782808
"59","30",22,"22.E03","Lactin 2",0.377364527962608,40.1820686272345,19.4415320269894,32.5986394556265,3.53238129245902
"60","30",22,"22.E08","Lactin 2",4.49987529507215,40.2215317316853,18.7145929381561,32.468890881069,3.61300161080161
"61","31",23,"23.B04","Lactin 2",6.72961465042687,39.8724037024676,17.0996013989338,32.8676466646397,4.58285142823224
"62","31",23,"23.D06","Lactin 2",5.8883010210017,40.0827884835735,15.3642195766352,34.9998142216088,4.41991811806549
"63","31",23,"23.D09","Lactin 2",6.24587586466127,40.1266488305258,17.1280495597417,33.4390338303546,3.82179049144047
"64","31",23,"23.F08","Lactin 2",5.4259678438764,40.2139975355631,17.9621661721824,32.9044400709099,3.90615319513419
"65","32",24,"24.C04","Lactin 2",4.81485312050933,40.0073753758833,16.7512083695797,33.9311752505734,3.90619503137475
"66","32",24,"24.D07","Lactin 2",3.95981299868218,40.3341690661302,15.9918975275304,35.1477405036217,4.25773414254059
"67","32",24,"24.D08","Lactin 2",6.35168670494204,40.2013066443641,16.5682973800133,33.8873368918212,4.43517629451598
"68","32",24,"24.F07","Lactin 2",3.29646549714018,40.1148576830159,16.3530060013466,34.7324191968647,4.02252648267772
"69","33",25,"25.C03","Lactin 2",5.23528122454473,40.2359853352672,17.4878207731919,33.429383696186,3.89503529818356
"70","33",25,"25.D05","Lactin 2",5.42356665742835,40.2562192800117,16.74956806303,34.0877273684176,4.01780663495345
"71","33",25,"25.E08","Lactin 2",5.70555380591899,39.8931471321532,16.9733202467121,33.4881089492875,3.56580895118987
"72","33",25,"25.G03","Lactin 2",4.5117184139364,39.9462503403039,15.4861874280489,35.1727443723567,3.96855019591929
"73","35",26,"26.C04","Lactin 2",4.8829777967343,40.5890776608127,16.3518808342076,34.9614014604298,4.17098300630465
"74","35",26,"26.D07","Lactin 2",4.12668191964305,40.6000608049497,18.1908530892011,33.4714994173878,3.82808529878207
"75","35",26,"26.D08","Lactin 2",5.62319222605455,40.6272823366797,18.3221392354696,33.0414609291227,3.91263779622006
"76","35",26,"26.F07","Lactin 2",4.31842303468709,40.7067926818497,17.957555929524,33.8644067543386,3.60907165439667
"77","4",27,"27.B03","Lactin 2",6.54965019333106,40.0357784436727,14.1817412082789,36.0854201615056,4.30066601962432
"78","4",27,"27.D04","Lactin 2",5.27856343603774,40.0602787449024,17.3504357255075,33.4382157125323,3.54042595329413
"79","4",27,"27.D10","Lactin 2",6.44514875360241,40.0111579745776,16.6134607741436,33.8061765449446,3.62804346044774
"80","4",27,"27.F03","Lactin 2",6.35835546002808,40.3636308380659,16.7522900259612,34.082082677305,3.82470553498626
"81","5",28,"28.B09","Lactin 2",6.34238726543076,40.0573651303032,15.9602417971688,34.3684020755881,4.14717564663375
"82","5",28,"28.C04","Lactin 2",5.77600597511624,40.0018120517696,17.040093484154,33.5151787857161,3.66341658138738
"83","5",28,"28.D06","Lactin 2",5.89609187159173,39.9732333877396,17.1487727687052,33.4348574607471,3.38526161007967
"84","5",28,"28.E10","Lactin 2",4.43400353591036,40.1654253319869,15.6770473076372,35.1870429586021,4.17353156115732
"85","6",29,"29.C02","Lactin 2",5.17917815522245,40.2411777686425,15.8887011103098,34.8670740152721,4.30014368071049
"86","6",29,"29.C09","Lactin 2",6.97084432821734,40.4098854200076,16.7500923047279,34.0343818358866,3.72929232466318
"87","6",29,"29.E09","Lactin 2",6.5496413535681,40.287422043318,16.2938218520221,34.3894464799544,3.83274942857009
"88","6",29,"29.F04","Lactin 2",6.67730057715053,40.1730368014821,15.4272980443262,35.0424912176563,3.95565795085525
"89","11",3,"3.B07","Lactin 2",7.23901097851475,40.2703699038103,16.712791330502,33.8253254952565,3.7439472078383
"90","11",3,"3.C07","Lactin 2",6.07793888353312,40.3095325494739,17.4917057801155,33.4266244975972,3.58160010125425
"91","11",3,"3.D11","Lactin 2",5.94976401102999,40.01940997755,15.3851531922501,34.7744350525568,4.77599517058117
"92","11",3,"3.G02","Lactin 2",5.31463536221587,40.0195615163515,15.8873269806761,34.6461296739419,4.04447796313691
"93","7",30,"30.B08","Lactin 2",4.74595935905141,40.0399065267841,16.2734987668436,34.3878804274106,4.09813519486935
"94","7",30,"30.C07","Lactin 2",7.59202240266607,40.2609130273451,16.370242173667,33.9721550141712,4.10821341704625
"95","7",30,"30.D10","Lactin 2",6.62387637163682,40.2793276849013,16.9383655889316,33.7903152828137,3.6299723069435
"96","7",30,"30.F03","Lactin 2",6.0638079723664,40.2449920716437,16.626991208851,34.1902457184837,3.60673474384914
"97","8",31,"31.B05","Lactin 2",7.78979602622471,40.1909985976036,15.2454326822171,34.8981131537701,4.26268546994862
"98","8",31,"31.D03","Lactin 2",7.78979602622471,40.1909985976036,15.2454326822171,34.8981131537701,4.26268546994862
"99","8",31,"31.E10","Lactin 2",7.47897500692254,40.3611878944273,16.0488307504908,34.5809525638724,3.62919920184898
"100","8",31,"31.F06","Lactin 2",8.24237015729399,40.2318189509811,16.1459315499678,34.1244561382171,3.65089157113434
"101","9",32,"32.C03","Lactin 2",4.29596006055857,40.0544433513912,18.4255782161816,32.5167536089888,3.8344378567975
"102","9",32,"32.D05","Lactin 2",4.93408561632436,40.031103555979,17.5148487998954,33.1720975573357,4.01338197396715
"103","9",32,"32.E08","Lactin 2",2.57732836489664,40.3047543742418,18.9818570929005,32.7750536429076,3.4806660273005
"104","9",32,"32.G03","Lactin 2",4.0755501644307,40.3543191002944,18.6831695911606,32.8276643170812,3.41213165650121
"105","anc2",33,"33.B06","Lactin 2",4.37325643133254,40.0421077888576,17.8130126737296,33.0092836635083,4.04163717950378
"106","anc2",33,"33.C10","Lactin 2",5.32738147358085,40.1663446885188,17.4298416574094,33.3353504358065,4.04475657393574
"107","anc2",33,"33.E05","Lactin 2",4.06129726952734,40.0541046691384,16.4616735399081,34.3711023677072,4.06821240280279
"108","anc2",33,"33.F10","Lactin 2",4.12898092969759,40.3247609273698,18.6378381664345,32.7628256925943,3.59655710270818
"109","anc3",34,"34.B07","Lactin 2",6.16822567105487,40.0488161581856,16.9055723988251,33.5801742830478,3.79310484125457
"110","anc3",34,"34.C06","Lactin 2",5.56953411972133,40.0580316922759,17.4117427832372,33.312041101817,3.53259157951171
"111","anc3",34,"34.D07","Lactin 2",5.01108785972775,40.0406064133877,16.9208573172674,33.8493035039533,3.66841655735049
"112","anc3",34,"34.F05","Lactin 2",5.244336798192,39.9695176222809,16.7011027926845,33.855812245676,3.86229768873958
"113","anc4",35,"35.B11","Lactin 2",5.244336798192,39.9695176222809,16.7011027926845,33.855812245676,3.86229768873958
"114","anc4",35,"35.D04","Lactin 2",4.51534612722112,40.4053670952692,18.414677217307,32.9768494089826,3.66529874984751
"115","anc4",35,"35.E02","Lactin 2",4.64585387403539,40.4405506980322,18.8161550772859,32.6758038562851,3.41921932009113
"116","anc4",35,"35.F06","Lactin 2",4.16002080570303,40.3681923362808,18.5655983069091,32.8857124508542,3.58324551365576
"117","anc5",36,"36.B08","Lactin 2",6.25495162297831,40.738426617806,17.5641836555873,33.7002052772302,4.21182777334736
"118","anc5",36,"36.C11","Lactin 2",5.75122816471936,40.7780202066268,17.5935979268162,33.8607287619252,4.07538923076075
"119","anc5",36,"36.E07","Lactin 2",6.08973390211383,40.3430554276657,15.1308594155081,35.3749703979028,4.89435875103865
"120","anc5",36,"36.F05","Lactin 2",5.90174003745022,40.3671791482711,16.8822835279786,33.8908980189008,4.43207803382654
"121","cc1690",38,"38.B04","Lactin 2",2.99865680009407,40.3781587511027,19.1804266187636,32.7810119652351,2.97960937008949
"122","cc1690",38,"38.C05","Lactin 2",6.6105064867681,40.2791621850276,17.5144570176354,33.2263139225925,3.63671620394345
"123","cc1690",38,"38.E05","Lactin 2",6.44234024195779,40.2950824373467,17.750029096961,33.1095935076589,3.43751231013669
"124","cc1690",38,"38.F07","Lactin 2",3.87043192623276,40.2831508479411,18.7072219059636,32.8085972547528,3.26883356329907
"125","14",4,"4.B04","Lactin 2",7.16537634902897,40.4068543939384,17.0494580812581,33.5142566377591,4.50707561592715
"126","14",4,"4.D06","Lactin 2",6.49838874693389,40.5324268079405,18.0020247470846,32.9674415995181,4.21954176560372
"127","14",4,"4.D09","Lactin 2",6.56796205595372,40.9185515687321,17.7454910175641,33.677160557236,4.2750456267036
"128","14",4,"4.F08","Lactin 2",6.40772801089363,40.7379083516992,17.7156262945608,33.5064728960393,4.29182935711332
"129","15",5,"5.B02","Lactin 2",6.1004656432036,40.4215345012717,17.3216919537526,33.5635248962148,4.19724211083175
"130","15",5,"5.C11","Lactin 2",6.00797529732101,40.4282038081939,17.4695519068409,33.4920385607607,4.03111374580569
"131","15",5,"5.E07","Lactin 2",4.55996807915469,40.4404122968893,18.2458646388275,33.1576636334712,3.72166467212543
"132","15",5,"5.F02","Lactin 2",4.79047142027497,40.3096163784319,17.8274199201946,33.4213116075118,3.48350886744353
"133","16",6,"6.B05","Lactin 2",4.79306257712943,40.0450138922959,18.1291263009999,32.7430637556093,3.62278607632549
"134","16",6,"6.C08","Lactin 2",3.62167834597816,40.0148939207922,18.2463103164515,32.8139792907791,3.7122054601582
"135","16",6,"6.E04","Lactin 2",3.97462029012759,40.2710214434896,17.7747418383547,33.4527756781908,3.9133895152309
"136","16",6,"6.E11","Lactin 2",5.6954902089736,40.2079142396733,17.7727140757479,33.0163484793355,3.92129503347741
"137","17",7,"7.B08","Lactin 2",5.14457930614222,40.2505359143436,16.7725865159884,34.0027554387124,4.39624996523015
"138","17",7,"7.C11","Lactin 2",6.79840607317815,40.3364497822886,16.4718807457328,34.0195273217494,4.60840314396886
"139","17",7,"7.E07","Lactin 2",6.48926114710743,40.3716563691437,17.1590387553668,33.5558863338192,4.27366979637663
"140","17",7,"7.F05","Lactin 2",6.62849121107981,40.2045734185508,15.7975843663797,34.4786131806964,4.78871471773727
"141","18",8,"8.B11","Lactin 2",5.22105979383631,41.093385040355,18.6589110739232,33.4619507731204,3.68359127320985
"142","18",8,"8.D02","Lactin 2",4.8503288244282,41.0643788906861,18.6296482910506,33.5899049933889,3.50429691730722
"143","18",8,"8.E06","Lactin 2",4.61915669252781,41.0181236551561,18.8338080033778,33.407501607351,3.42898469128611
"144","18",8,"8.E11","Lactin 2",4.21188649383866,41.2429463896702,19.0171992468285,33.6623657768675,3.28055441305247
"145","19",9,"9.B03","Lactin 2",5.58640619461105,39.8920700039647,16.5562546201398,33.6873533328643,4.3263409240028
"146","19",9,"9.D04","Lactin 2",5.7203661328632,40.2100649603021,17.1137855243991,33.7750395234962,3.50852602873586
"147","19",9,"9.D10","Lactin 2",6.40604081847954,40.0092164398718,17.0522040683411,33.339236900953,3.7750642585924
"148","19",9,"9.F03","Lactin 2",5.69880427238751,40.1408253203573,16.508631949211,34.1816693513989,3.81790487954916
