"","Sp.id","nit","id","r.exp"
"240","Scenedesmus_acuminatus",1000,"2.4",0.828314177283551
"241","Chlamydomonas_reinhardtii",1,"2.1",0.61361600593469
"242","Chlamydomonas_reinhardtii",2,"2.1",0.468042785072721
"243","Chlamydomonas_reinhardtii",4,"2.1",0.693561315682878
"244","Chlamydomonas_reinhardtii",10,"2.1",0.640681206022729
"245","Chlamydomonas_reinhardtii",20,"2.1",0.45621325471287
"246","Chlamydomonas_reinhardtii",40,"2.1",0.807400354157448
"247","Chlamydomonas_reinhardtii",60,"2.1",0.641044025288909
"248","Chlamydomonas_reinhardtii",200,"2.1",0.793187657569921
"249","Chlamydomonas_reinhardtii",500,"2.1",0.940551118973446
"250","Chlamydomonas_reinhardtii",1000,"2.1",-0.238462332411843
"251","Chlamydomonas_reinhardtii",1000,"1.1",0.946931799404254
"252","Chlamydomonas_reinhardtii",1000,"3.1",1.24885276558801
"253","Chlamydomonas_reinhardtii",1000,"3.2",1.10185992025374
"254","Chlamydomonas_reinhardtii",1000,"3.3",1.04941194191337
