"population","phos","well.ID","µ"
"anc4",35,"B11_27",1.1277804276262
"15",35,"C11_27",1.26615301405444
"10",35,"D11_27",1.08660614162891
"16",35,"E11_27",1.1885559545228
"24",50,"B11_28",1.5293291090977
"anc5",50,"C11_28",1.44416317395158
"11",50,"D11_28",1.25985443194581
"24",50,"E11_28",1.47737326963848
"1",50,"F11_28",1.21488304142337
"18",50,"B11_29",1.21953299549571
"17",50,"C11_29",1.20726542076774
"27",50,"D11_29",1.36565360183729
"18",50,"E11_29",1.48888143049654
"26",50,"F11_29",1.32951073372227
"anc4",0.5,"B11_3",0.463785440509485
"15",0.5,"C11_3",-0.0692975220144582
"10",0.5,"D11_3",0.262230744369801
"16",0.5,"E11_3",0.518798076938505
"anc4",50,"B11_30",1.41710983994702
"15",50,"C11_30",1.52527298358261
"10",50,"D11_30",1.79532947737958
"16",50,"E11_30",1.45080167614334
"24",1,"B11_4",0.729625240445646
"anc5",1,"C11_4",0.750658005158791
"11",1,"D11_4",0.719529117696469
"24",1,"E11_4",0.584729223460895
"1",1,"F11_4",0.854191108479243
"18",1,"B11_5",0.644388575708954
"17",1,"C11_5",1.22562342403757
"27",1,"D11_5",0.557636569795738
"18",1,"E11_5",0.567307460809511
"26",1,"F11_5",0.568414845063757
"anc4",1,"B11_6",0.606638182999329
"15",1,"C11_6",0.302805872675227
"10",1,"D11_6",0.612116439839683
"16",1,"E11_6",0.509526091074097
"24",2,"B11_7",1.01929140074859
"anc5",2,"C11_7",2.47509040913654
"11",2,"D11_7",0.953269028254768
"24",2,"E11_7",1.13008379538337
"1",2,"F11_7",0.923923742121418
"18",2,"B11_8",0.922489080730218
"17",2,"C11_8",1.15521771290412
"27",2,"D11_8",0.6843706719078
"18",2,"E11_8",0.779573770671615
"26",2,"F11_8",0.798062326651035
"anc4",2,"B11_9",0.826622171205518
"15",2,"C11_9",0.856389797220035
"10",2,"D11_9",0.927710055361693
"16",2,"E11_9",0.835471553896403
