"well_plate","slope","n_pts","phos","population","well","rep"
"E08_10",1.27985951674884,5,4,"33","E08",3
"E08_11",1.26819689291844,5,4,"9","E08",3
"E08_12",1.16718508410202,6,4,"30","E08",4
"E08_13",1.34127939072503,5,6,"33","E08",3
"E08_14",1.3691833753506,5,6,"9","E08",3
"E08_15",1.44280032060743,5,6,"30","E08",4
"E08_16",1.50408644992462,5,8,"33","E08",3
"E08_17",1.27052704909692,7,8,"9","E08",3
"E08_18",1.49219995665914,5,8,"30","E08",4
"E08_19",1.51327364378156,5,10,"33","E08",3
"E08_2",0.143919736082231,5,0.5,"9","E08",3
"E08_20",1.64845115108313,5,10,"9","E08",3
"E08_21",1.35223104551384,5,10,"30","E08",4
"E08_22",1.45969710519271,5,20,"33","E08",3
"E08_23",1.66040566171716,5,20,"9","E08",3
"E08_24",1.42444583338753,5,20,"30","E08",4
"E08_25",1.75295603426719,5,35,"33","E08",3
"E08_26",1.57392976021081,5,35,"9","E08",3
"E08_27",1.49743695897289,6,35,"30","E08",4
"E08_28",1.44893013673195,5,50,"33","E08",3
"E08_29",1.48952240098636,5,50,"9","E08",3
"E08_3",0.11901155799493,6,0.5,"30","E08",4
"E08_30",1.4816577278303,4,50,"30","E08",4
"E08_4",0.442148431031923,5,1,"33","E08",3
"E08_5",0.823469044900723,3,1,"9","E08",3
"E08_6",0.650592844207689,4,1,"30","E08",4
"E08_7",1.05630885919059,5,2,"33","E08",3
"E08_8",0.834984250246023,5,2,"9","E08",3
"E08_9",1.10918988727497,4,2,"30","E08",4
"E09_1",0.434443032513848,5,0.5,"6","E09",3
"E09_10",1.38514246355403,5,4,"6","E09",3
"E09_11",1.42480523713515,7,4,"21","E09",3
"E09_12",1.04580679770254,7,4,"20","E09",4
"E09_13",1.48426954549391,6,6,"6","E09",3
"E09_14",1.46796450047878,6,6,"21","E09",3
"E09_15",1.23310825681237,5,6,"20","E09",4
"E09_16",1.56646378560536,7,8,"6","E09",3
"E09_17",1.61633526948468,6,8,"21","E09",3
"E09_18",1.32072507953028,5,8,"20","E09",4
"E09_19",1.64775523719857,6,10,"6","E09",3
"E09_2",0.695515730931154,5,0.5,"21","E09",3
"E09_20",1.63191387467887,7,10,"21","E09",3
"E09_21",1.46631104722078,5,10,"20","E09",4
"E09_22",1.4563790234603,7,20,"6","E09",3
"E09_23",1.49327790577876,7,20,"21","E09",3
"E09_24",1.52009050032267,5,20,"20","E09",4
"E09_25",1.67528665327153,6,35,"6","E09",3
"E09_26",1.66083019362339,7,35,"21","E09",3
"E09_27",1.47406732853074,5,35,"20","E09",4
"E09_28",1.40759713152404,7,50,"6","E09",3
"E09_29",1.68826403379151,7,50,"21","E09",3
"E09_3",0.179221715522779,6,0.5,"20","E09",4
"E09_30",1.60357880335206,5,50,"20","E09",4
"E09_4",0.759742896382664,5,1,"6","E09",3
"E09_5",1.00444642246524,5,1,"21","E09",3
"E09_6",0.238408916129644,4,1,"20","E09",4
"E09_7",1.02997770784706,6,2,"6","E09",3
"E09_8",1.11533138920147,7,2,"21","E09",3
"E09_9",0.854345014541739,6,2,"20","E09",4
"E10_1",0.721679144773513,5,0.5,"8","E10",3
"E10_10",1.33910507163382,7,4,"8","E10",3
"E10_11",-0.0308576713189273,6,4,"22","E10",6
"E10_12",1.36786676329744,5,4,"5","E10",4
"E10_13",1.48930396342593,7,6,"8","E10",3
"E10_14",0.469481924023986,3,6,"22","E10",6
"E10_15",1.29997990882046,6,6,"5","E10",4
"E10_16",1.64544395880616,6,8,"8","E10",3
"E10_17",1.51440505817561,6,8,"22","E10",6
"E10_18",1.46295929448497,6,8,"5","E10",4
"E10_19",1.61656533991038,6,10,"8","E10",3
"E10_2",1.07726165442744,3,0.5,"22","E10",6
"E10_20",1.41644606251683,5,10,"22","E10",6
"E10_21",1.28461286224856,5,10,"5","E10",4
"E10_22",1.55060226969466,6,20,"8","E10",3
"E10_23",1.66356095876555,5,20,"anc2","E10",6
"E10_24",1.5159025184662,6,20,"5","E10",4
"E10_25",1.72676987001645,7,35,"8","E10",3
"E10_26",1.47596912385764,5,35,"22","E10",6
"E10_27",1.61872314545955,5,35,"5","E10",4
"E10_28",1.73870831697022,6,50,"8","E10",3
"E10_29",1.44775867016043,6,50,"22","E10",6
"E10_3",0.315212660231956,5,0.5,"5","E10",4
"E10_30",1.61551343394025,5,50,"5","E10",4
"E10_4",0.860866089914423,6,1,"8","E10",3
"E10_5",-0.0790620169242776,6,1,"22","E10",6
"E10_6",0.605586373252274,5,1,"5","E10",4
"E10_7",1.139671322102,7,2,"8","E10",3
"E10_8",0.820889767277491,5,2,"22","E10",6
"E10_9",0.917081672607393,6,2,"5","E10",4
"E11_1",0.532675576043805,4,0.5,"24","E11",4
"E11_10",1.11956820002383,6,4,"24","E11",4
"E11_11",1.23033900799182,5,4,"18","E11",4
"E11_12",1.37132299895638,6,4,"16","E11",4
"E11_13",1.44558677323165,5,6,"24","E11",4
"E11_14",1.36625003186141,6,6,"18","E11",4
"E11_15",1.43102572456046,6,6,"16","E11",4
"E11_16",1.43438924130932,7,8,"24","E11",4
"E11_17",1.39920336283598,6,8,"18","E11",4
"E11_18",1.37597942638671,6,8,"16","E11",4
"E11_19",1.49946372590633,7,10,"24","E11",4
"E11_2",0.324677618167422,5,0.5,"18","E11",4
"E11_20",1.57328996281014,5,10,"18","E11",4
"E11_21",1.58760689269215,5,10,"16","E11",4
"E11_22",1.48193671919809,7,20,"24","E11",4
"E11_23",1.46089563807968,5,20,"18","E11",4
"E11_24",1.51131260613006,6,20,"16","E11",4
"E11_25",1.68388590980948,6,35,"24","E11",4
"E11_26",1.58880823209949,5,35,"18","E11",4
"E11_27",1.47981434046838,5,35,"16","E11",4
"E11_28",1.6133969554877,5,50,"24","E11",4
"E11_29",1.63453294739858,5,50,"18","E11",4
"E11_3",0.530059143720137,3,0.5,"16","E11",4
"E11_30",1.65131636471436,5,50,"16","E11",4
"E11_4",0.679892152875287,5,1,"24","E11",4
"E11_5",0.722756976683068,5,1,"18","E11",4
"E11_6",0.549127124724309,4,1,"16","E11",4
"E11_7",1.14340970588337,5,2,"24","E11",4
"E11_8",0.965686225976684,5,2,"18","E11",4
"E11_9",0.927235354312058,5,2,"16","E11",4
"F02_1",0.676987371653666,5,0.5,"25","F02",4
"F02_10",1.31680146655273,6,4,"25","F02",4
"F02_11",1.3692562250078,7,4,"28","F02",4
"F02_12",1.40893308255359,5,4,"15","F02",4
"F02_13",1.38730161392274,6,6,"25","F02",4
"F02_14",1.7342011925898,6,6,"28","F02",4
"F02_15",1.35452002251336,6,6,"15","F02",4
"F02_16",1.45651872201009,5,8,"25","F02",4
"F02_17",1.32071361462937,4,8,"28","F02",4
"F02_18",1.43683849936394,5,8,"15","F02",4
"F02_19",1.50031437134266,5,10,"25","F02",4
"F02_2",0.737440452983902,6,0.5,"28","F02",4
"F02_20",1.49467594867916,5,10,"28","F02",4
"F02_21",1.45053284873609,5,10,"15","F02",4
"F02_22",1.71666419850064,5,20,"25","F02",4
"F02_23",1.47794936098489,7,20,"28","F02",4
"F02_24",1.39986212781277,5,20,"15","F02",4
"F02_25",1.73201207623633,5,35,"25","F02",4
"F02_26",1.40313226556089,6,35,"28","F02",4
"F02_27",1.41401166914068,6,35,"15","F02",4
"F02_28",1.47068489799687,4,50,"25","F02",4
"F02_29",1.50680517092708,6,50,"28","F02",4
"F02_3",0.21650345587797,5,0.5,"15","F02",4
"F02_30",1.71857577009886,5,50,"15","F02",4
"F02_4",1.08541457082654,5,1,"25","F02",4
"F02_5",1.04389214728923,5,1,"28","F02",4
"F02_6",0.290080745546905,5,1,"15","F02",4
"F02_7",1.13189844420592,7,2,"25","F02",4
"F02_8",1.10536916335744,5,2,"28","F02",4
"F02_9",1.01586338653161,6,2,"15","F02",4
"F03_1",0.39233384307351,4,0.5,"19","F03",4
"F03_10",1.27388648221177,5,4,"19","F03",4
"F03_11",1.36808304760729,5,4,"4","F03",4
"F03_12",1.4474908738199,5,4,"7","F03",4
"F03_13",1.35452302065111,6,6,"19","F03",4
"F03_14",1.31610728721623,6,6,"4","F03",4
"F03_15",1.25010524537732,7,6,"7","F03",4
"F03_16",1.59966046080366,5,8,"19","F03",4
"F03_17",1.50027366871527,6,8,"4","F03",4
"F03_18",1.48625676505416,6,8,"7","F03",4
"F03_19",1.6221003632988,5,10,"19","F03",4
"F03_2",0.363089833554351,5,0.5,"4","F03",4
"F03_20",1.44936704152393,6,10,"4","F03",4
"F03_21",1.24921096083279,7,10,"7","F03",4
"F03_22",1.68779715172593,4,20,"19","F03",4
"F03_23",1.57445104730308,5,20,"4","F03",4
"F03_24",1.4951869931289,7,20,"7","F03",4
"F03_25",1.41841710026187,6,35,"19","F03",4
"F03_26",1.53154219836415,5,35,"4","F03",4
"F03_27",1.50959990905357,5,35,"7","F03",4
"F03_28",1.44405688548224,5,50,"19","F03",4
"F03_29",1.25605831884841,5,50,"4","F03",4
"F03_3",0.416066818221346,5,0.5,"7","F03",4
"F03_30",1.54319628666614,6,50,"7","F03",4
"F03_4",0.522679807455703,5,1,"19","F03",4
"F03_5",1.31161065151821,3,1,"4","F03",4
"F03_6",0.574837830633478,5,1,"7","F03",4
"F03_7",1.11712117295303,5,2,"19","F03",4
"F03_8",1.04645547754258,5,2,"4","F03",4
"F03_9",1.0795765554769,5,2,"7","F03",4
"F04_1",0.810696215895686,3,0.5,"6","F04",4
"F04_10",1.38522525478777,4,4,"6","F04",4
"F04_11",1.35278208453058,7,4,"21","F04",4
"F04_12",1.3459324216149,5,4,"29","F04",4
"F04_13",1.77246974372813,4,6,"6","F04",4
"F04_14",1.3598211128426,7,6,"21","F04",4
"F04_15",1.23003509097849,7,6,"29","F04",4
"F04_16",1.43484784726219,7,8,"6","F04",4
"F04_17",1.50851974133074,6,8,"21","F04",4
"F04_18",1.38075193756228,4,8,"29","F04",4
"F04_19",1.50071784657002,5,10,"6","F04",4
"F04_2",0.683698940066467,6,0.5,"21","F04",4
"F04_20",1.59126761724077,7,10,"21","F04",4
"F04_21",1.33185350420818,7,10,"29","F04",4
"F04_22",1.48486634506876,6,20,"6","F04",4
"F04_23",1.60951827426673,6,20,"21","F04",4
"F04_24",1.67347067016516,4,20,"29","F04",4
"F04_25",1.53657323131753,6,35,"6","F04",4
"F04_26",1.67329121470704,7,35,"21","F04",4
"F04_27",1.43463236354341,6,35,"29","F04",4
"F04_28",1.34046273731463,7,50,"6","F04",4
"F04_29",1.50379017571587,6,50,"21","F04",4
"F04_3",0.622909747391737,6,0.5,"29","F04",4
"F04_30",1.44318414689827,6,50,"29","F04",4
"F04_4",1.09064730729783,3,1,"6","F04",4
"F04_5",1.08846003429004,5,1,"21","F04",4
"F04_6",1.07289771504252,4,1,"29","F04",4
"F04_7",1.11038442753768,6,2,"6","F04",4
"F04_8",1.14831850807552,6,2,"21","F04",4
"F04_9",1.10926796602742,6,2,"29","F04",4
"F05_1",0.891511086786588,3,0.5,"anc5","F05",4
"F05_10",1.48035322926854,5,4,"anc5","F05",4
"F05_11",1.54628216826965,6,4,"17","F05",4
"F05_12",1.14405086248437,7,4,"anc3","F05",4
"F05_13",1.37866786773758,7,6,"anc5","F05",4
"F05_14",1.43667435746465,6,6,"17","F05",4
"F05_15",1.16322919692047,7,6,"anc3","F05",4
"F05_16",1.41985365055024,5,8,"anc5","F05",4
"F05_17",1.45050758785552,5,8,"17","F05",4
"F05_18",1.34488816702023,6,8,"anc3","F05",4
"F05_19",1.69591053909037,5,10,"anc5","F05",4
"F05_2",0.425385092119675,5,0.5,"17","F05",4
"F05_20",1.59052185323056,5,10,"17","F05",4
"F05_21",1.14868710870826,5,10,"anc3","F05",4
"F05_22",1.55321419866097,5,20,"anc5","F05",4
"F05_23",1.57978982413103,6,20,"17","F05",4
"F05_24",1.36000309738483,6,20,"anc3","F05",4
"F05_25",1.8010321855689,5,35,"anc5","F05",4
"F05_26",1.6080414941154,6,35,"17","F05",4
"F05_27",1.41746451543788,6,35,"anc3","F05",4
"F05_28",1.69951921027072,5,50,"anc5","F05",4
"F05_29",1.48294352224833,6,50,"17","F05",4
"F05_3",0.44577512259366,5,0.5,"anc3","F05",4
"F05_30",1.38194688564562,5,50,"anc3","F05",4
"F05_4",1.05207702138868,5,1,"anc5","F05",4
"F05_5",0.920233580009503,4,1,"17","F05",4
"F05_6",0.690450759072699,5,1,"anc3","F05",4
"F05_7",1.37091571084109,7,2,"anc5","F05",4
"F05_8",1.16935611670474,5,2,"17","F05",4
"F05_9",0.854111908394229,7,2,"anc3","F05",4
"F06_1",0.650253209589472,5,0.5,"8","F06",4
"F06_10",1.28645793176837,7,4,"8","F06",4
"F06_11",-0.236267886252913,7,4,"22","F06",7
"F06_12",1.15433716468253,6,4,"anc4","F06",4
"F06_13",1.38260769934682,7,6,"8","F06",4
"F06_14",-0.175821468941683,7,6,"22","F06",7
"F06_15",1.25507920038128,6,6,"anc4","F06",4
"F06_16",1.51392646696751,6,8,"8","F06",4
"F06_17",1.4967448046607,6,8,"22","F06",7
"F06_18",1.43000884090345,5,8,"anc4","F06",4
"F06_19",1.63081666737997,6,10,"8","F06",4
"F06_2",-0.193621173160667,7,0.5,"22","F06",7
"F06_20",1.59552986051238,5,10,"22","F06",7
"F06_21",1.36375843481937,5,10,"anc4","F06",4
"F06_22",1.71231176901715,5,20,"8","F06",4
"F06_23",1.43032233100057,5,20,"anc2","F06",7
"F06_24",1.31198183893166,6,20,"anc4","F06",4
"F06_25",1.63434101503547,6,35,"8","F06",4
"F06_26",1.48168939880355,6,35,"22","F06",7
"F06_27",1.4135213659738,5,35,"anc4","F06",4
"F06_28",1.61643967846149,6,50,"8","F06",4
"F06_29",1.40189808312184,6,50,"22","F06",7
"F06_3",0.441085377498419,5,0.5,"anc4","F06",4
"F06_30",1.35079701159134,5,50,"anc4","F06",4
"F06_4",0.930893136956099,6,1,"8","F06",4
"F06_5",0.466717279847149,3,1,"22","F06",7
"F06_6",0.571645759672187,5,1,"anc4","F06",4
"F06_7",1.21340548284554,7,2,"8","F06",4
"F06_8",0.803104249096881,5,2,"22","F06",7
"F06_9",0.974417374506343,5,2,"anc4","F06",4
"F07_1",0.464080554645043,3,0.5,"32","F07",4
"F07_10",1.34333142829925,5,4,"32","F07",4
"F07_11",1.53201257154879,4,4,"35","F07",4
"F07_12",1.26216447020037,6,4,"cc1690","F07",4
"F07_13",1.40485724211708,5,6,"32","F07",4
"F07_14",1.46243920924224,6,6,"35","F07",4
"F07_15",1.39269885117973,5,6,"cc1690","F07",4
"F07_16",1.42665230428632,5,8,"32","F07",4
"F07_17",1.42094521380682,5,8,"35","F07",4
"F07_18",1.38538980433385,5,8,"cc1690","F07",4
"F07_19",1.48594285596632,5,10,"32","F07",4
"F07_2",0.858914338713752,5,0.5,"35","F07",4
"F07_20",1.51566730420156,5,10,"35","F07",4
"F07_21",1.42391593932963,5,10,"cc1690","F07",4
"F07_22",1.65489001864565,5,20,"32","F07",4
"F07_23",1.44113201449416,6,20,"35","F07",4
"F07_24",1.5932431741677,5,20,"cc1690","F07",4
"F07_25",1.74096218718387,5,35,"32","F07",4
"F07_26",1.50958977849371,5,35,"35","F07",4
"F07_27",1.52784221148106,5,35,"cc1690","F07",4
"F07_28",1.45703395936424,5,50,"32","F07",4
"F07_29",1.28278662463378,5,50,"35","F07",4
"F07_3",0.388472905966856,6,0.5,"cc1690","F07",4
"F07_30",1.7533895960218,4,50,"cc1690","F07",4
"F07_4",0.54460794868314,5,1,"32","F07",4
"F07_5",1.22633206944347,4,1,"35","F07",4
"F07_6",0.561958413912408,5,1,"cc1690","F07",4
"F07_7",1.22580629694625,5,2,"32","F07",4
"F07_8",1.25199024597012,5,2,"35","F07",4
"F07_9",1.2088050517583,6,2,"cc1690","F07",4
"F08_1",0.452278403264049,4,0.5,"14","F08",4
"F08_10",1.3751505039225,5,4,"14","F08",4
"F08_11",1.0801306027639,6,4,"31","F08",4
"F08_12",1.25440359797188,5,4,"10","F08",4
"F08_13",1.35832445057236,6,6,"14","F08",4
"F08_14",1.2819004958575,5,6,"31","F08",4
"F08_15",1.45818973141052,5,6,"10","F08",4
"F08_16",1.67452775748064,6,8,"14","F08",4
"F08_17",1.49134619050025,5,8,"31","F08",4
"F08_18",1.63194190849192,5,8,"10","F08",4
"F08_19",1.45697516909938,5,10,"14","F08",4
"F08_2",0.410833580965834,5,0.5,"31","F08",4
"F08_20",1.54147760352844,5,10,"31","F08",4
"F08_21",1.35516356039261,5,10,"10","F08",4
"F08_22",1.42628456129511,5,20,"14","F08",4
"F08_23",1.35469384954418,6,20,"31","F08",4
"F08_24",1.20394290964987,6,20,"10","F08",4
"F08_25",1.46298438231586,6,35,"14","F08",4
"F08_26",1.45994501045198,5,35,"31","F08",4
"F08_27",1.34396615126694,5,35,"10","F08",4
"F08_28",1.39363013281813,6,50,"14","F08",4
"F08_29",1.40556092120612,5,50,"31","F08",4
"F08_3",0.323092718931721,4,0.5,"10","F08",4
"F08_30",1.58767615817022,5,50,"10","F08",4
"F08_4",0.806808633778395,5,1,"14","F08",4
"F08_5",0.740128447225403,5,1,"31","F08",4
"F08_6",0.50559646553535,5,1,"10","F08",4
"F08_7",1.15990575866329,5,2,"14","F08",4
"F08_8",0.821757751605766,5,2,"31","F08",4
"F08_9",1.1976121714194,4,2,"10","F08",4
"F09_11",1.21915638816689,5,4,"2","F09",4
"F09_12",1.36370128923183,5,4,"3","F09",4
"F09_14",1.53232343598359,5,6,"2","F09",4
"F09_15",1.56693980782983,5,6,"3","F09",4
"F09_17",1.3780374932713,6,8,"2","F09",4
"F09_18",1.4457478166702,6,8,"3","F09",4
"F09_2",0.499455392265479,5,0.5,"2","F09",4
"F09_20",1.43013796581799,5,10,"2","F09",4
"F09_21",1.37935655666499,6,10,"3","F09",4
"F09_23",1.63773258620949,5,20,"2","F09",4
"F09_24",1.34716743553476,7,20,"3","F09",4
"F09_26",1.58170455758302,5,35,"2","F09",4
"F09_27",1.57217871360399,5,35,"3","F09",4
"F09_29",1.66611752933591,4,50,"2","F09",4
"F09_3",0.480209742745087,7,0.5,"3","F09",4
"F09_30",1.51495071133501,5,50,"3","F09",4
"F09_5",0.809954052750816,5,1,"2","F09",4
"F09_6",0.639580650220235,4,1,"3","F09",4
"F09_8",1.15558245174883,5,2,"2","F09",4
"F09_9",1.1759070115449,5,2,"3","F09",4
"F10_1",0.4774768920398,5,0.5,"23","F10",4
"F10_10",1.2068792080144,5,4,"23","F10",4
"F10_11",1.26429881281367,6,4,"anc2","F10",8
"F10_13",1.26779644117405,5,6,"23","F10",4
"F10_14",1.35238360224214,7,6,"anc2","F10",8
"F10_16",1.575071899822,6,8,"23","F10",4
"F10_17",1.33724791662418,7,8,"anc2","F10",8
"F10_19",1.59022981226892,6,10,"23","F10",4
"F10_2",0.509748526884376,5,0.5,"anc2","F10",8
"F10_20",1.46176802905044,5,10,"anc2","F10",8
"F10_22",1.64483108349585,5,20,"23","F10",4
"F10_23",1.58015074835653,6,20,"22","F10",8
"F10_25",1.46890920055957,6,35,"23","F10",4
"F10_26",1.55736698528402,5,35,"anc2","F10",8
"F10_28",1.55490725124548,5,50,"23","F10",4
"F10_29",1.44520508923185,5,50,"anc2","F10",8
"F10_4",0.465705376171224,6,1,"23","F10",4
"F10_5",0.776457927013811,6,1,"anc2","F10",8
"F10_7",0.834106987388736,5,2,"23","F10",4
"F10_8",0.894771108616054,6,2,"anc2","F10",8
"F11_1",0.411675884320391,5,0.5,"1","F11",4
"F11_10",1.10598623394513,6,4,"1","F11",4
"F11_11",1.20508590616098,6,4,"26","F11",4
"F11_13",1.24315478096389,5,6,"1","F11",4
"F11_14",1.38004236477112,6,6,"26","F11",4
"F11_16",1.49340538148808,6,8,"1","F11",4
"F11_17",1.3911613162655,5,8,"26","F11",4
"F11_19",1.48053732865655,5,10,"1","F11",4
"F11_2",0.344802939014923,7,0.5,"26","F11",4
"F11_20",1.5367216762091,5,10,"26","F11",4
"F11_22",1.3020894421527,7,20,"1","F11",4
"F11_23",1.60273433629331,5,20,"26","F11",4
"F11_25",1.47399182066539,6,35,"1","F11",4
"F11_26",1.46290796833314,5,35,"26","F11",4
"F11_28",1.31571559923447,5,50,"1","F11",4
"F11_29",1.45417026130804,5,50,"26","F11",4
"F11_4",0.871903858878417,3,1,"1","F11",4
"F11_5",0.649983885914325,5,1,"26","F11",4
"F11_7",0.937487443704361,3,2,"1","F11",4
"F11_8",0.86874668014309,5,2,"26","F11",4
"G02_1",0.606715195904768,5,0.5,"11","G02",4
"G02_10",1.31832157067974,6,4,"11","G02",4
"G02_11",1.18835561567854,6,4,"27","G02",4
"G02_13",1.48041512199649,5,6,"11","G02",4
"G02_14",1.34513145568864,5,6,"27","G02",4
"G02_16",1.38861241805245,5,8,"11","G02",4
"G02_17",1.29364597040374,7,8,"27","G02",4
"G02_19",1.61531271704641,5,10,"11","G02",4
"G02_2",0.0614206595800081,4,0.5,"27","G02",4
"G02_20",1.51890112040718,6,10,"27","G02",4
"G02_22",1.55954364730088,5,20,"11","G02",4
"G02_23",1.47658063279301,7,20,"27","G02",4
"G02_25",1.59131997787941,5,35,"11","G02",4
"G02_26",1.67412879420049,5,35,"27","G02",4
"G02_28",1.36698382258283,6,50,"11","G02",4
"G02_29",1.30462067520984,5,50,"27","G02",4
"G02_4",0.993823193022456,3,1,"11","G02",4
"G02_5",0.581759901136073,5,1,"27","G02",4
"G02_7",1.02780436319249,7,2,"11","G02",4
"G02_8",0.849288664828442,7,2,"27","G02",4
"G03_1",0.401568876555834,5,0.5,"33","G03",4
"G03_10",1.36157156655707,5,4,"33","G03",4
"G03_11",1.33160956786403,5,4,"9","G03",4
"G03_13",1.42992794927352,5,6,"33","G03",4
"G03_14",1.49995113104638,5,6,"9","G03",4
"G03_16",1.39752741910277,5,8,"33","G03",4
"G03_17",1.17926694963297,7,8,"9","G03",4
"G03_19",1.69046841340711,5,10,"33","G03",4
"G03_2",0.109088184884047,5,0.5,"9","G03",4
"G03_20",1.44227485196348,5,10,"9","G03",4
"G03_22",1.54691131593196,5,20,"33","G03",4
"G03_23",1.52555152198371,5,20,"9","G03",4
"G03_25",1.85253201816695,5,35,"33","G03",4
"G03_26",1.63424316819499,5,35,"9","G03",4
"G03_28",1.30427811219958,4,50,"33","G03",4
"G03_29",1.41988637914819,5,50,"9","G03",4
"G03_4",0.39971370642574,6,1,"33","G03",4
"G03_5",0.7511245081586,5,1,"9","G03",4
"G03_7",0.97148874193179,5,2,"33","G03",4
"G03_8",0.938775639279014,5,2,"9","G03",4
